"","FID","Property","Area","Status","Name","Old_name","RT_status","r_raster3","ARRIVE_MCP","POINT_X","POINT_Y","IPA","art_nat","Perimeter","Type","Purpose","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","Distance","Conversion","Maintenance"
"981",216,"Wallal Downs",0,"Tank"," ","BOREEQ","Tank",981,0,-1172329.545,-2177226.823,0,1,0,1,"Artificial",11,22,17,31,20,33,28,39,33,43,51,34,12,22,29,14,47,25,22,27,229.0063677,12043.50955155,1884.379742581
"1025",217,"Wallal Downs",0,"Tank"," ","BOREEQ","Tank",1025,0,-1173335.613,-2170973.799,0,1,0,1,"Artificial",11,22,17,31,20,33,28,36,34,43,51,34,11,21,30,14,46,25,22,27,230.2301777,12045.34526655,1886.252171881
"982",218,"Mandora",0," "," ","BOREEQ"," ",982,0,-1166364.002,-2171972.145,0,1,0,1,"Artificial",12,23,17,30,20,33,28,38,33,44,51,33,12,22,31,15,47,24,22,27,236.4025977,12054.60389655,1895.695974481
"1026.2",219,"Mandora",0," "," ","BOREEQ"," ",1026,0,-1168084.032,-2170313.497,0,1,0,1,"Artificial",13,24,17,30,21,32,28,36,34,44,53,34,11,21,29,16,46,24,23,26,235.3717776,12053.0576664,1894.118819728
"1027.1",220,"Mandora",0," "," ","BOREEQ"," ",1027,0,-1165591.388,-2166275.444,0,1,0,1,"Artificial",15,24,17,28,22,32,29,37,35,43,57,34,12,22,31,18,47,24,23,26,239.1507069,12058.72606035,1899.900581557
"1025.1",221,"Wallal Downs",0,"Tank"," ","BOREEQ","Tank",1025,0,-1173051.738,-2166149.023,0,1,0,1,"Artificial",11,22,17,31,20,33,28,36,34,43,51,34,11,21,30,14,46,25,22,27,232.2702201,12048.40533015,1889.373436753
"1024.1",222,"Wallal Downs",0,"Tank"," ","BOREEQ","Tank",1024,0,-1180725.972,-2171280.918,0,1,0,1,"Artificial",11,23,17,31,20,34,28,37,32,41,51,34,11,21,28,13,46,24,22,27,223.2354906,12034.8532359,1875.550300618
"979.1",223,"Wallal Downs",0,"Tank"," ","BOREEQ","Tank",979,0,-1186598.902,-2174282.495,0,1,0,1,"Artificial",11,23,17,33,21,32,28,40,31,43,52,33,11,22,28,13,46,22,23,27,216.6702205,12025.00533075,1865.505437365
"1031.2",224,"Mandora",0," "," ","BOREEQ"," ",1031,0,-1142418.959,-2168410.263,0,1,0,1,"Artificial",18,27,19,32,20,35,35,44,43,48,61,36,14,22,33,18,50,27,24,25,247.0572795,12070.58591925,1911.997637635
"1029",225,"Mandora",0," "," ","BOREEQ"," ",1029,0,-1150849.513,-2166958.666,0,1,0,1,"Artificial",17,24,18,30,20,33,31,41,37,45,59,34,13,22,33,18,49,26,24,26,249.7479185,12074.62187775,1916.114315305
"1027.2",226,"Mandora",0," "," ","BOREEQ"," ",1027,0,-1163249.792,-2166295.469,0,1,0,1,"Artificial",15,24,17,28,22,32,29,37,35,43,57,34,12,22,31,18,47,24,23,26,241.3245366,12061.9868049,1903.226540998
"1474",227,"Nita Downs",0,"Tank"," ","BOREEQ","Dam",1474,0,-1062567.31,-2090642.137,0,1,0,1,"Artificial",21,39,23,35,30,44,37,46,46,51,72,40,27,30,46,28,71,43,34,41,145.8104718,11918.7157077,1757.090021854
"1498.1",228,"Nita Downs",0,"Tank"," ","BOREEQ","Dam",1498,0,-1082237.689,-2086521.437,0,1,0,1,"Artificial",22,37,23,35,30,45,38,49,46,52,72,40,27,31,46,26,67,41,34,41,147.6130972,11921.4196458,1759.848038716
"1744",229,"Frazier Downs",0," "," ","BOREEQ"," ",1744,0,-1063413.175,-2026817.723,0,1,0,1,"Artificial",23,38,19,41,36,43,44,49,48,66,76,46,29,39,52,36,66,44,41,44,85.20058805,11827.800882075,1664.3568997165
"1676.2",230,"Frazier Downs",0," "," ","BOREEQ"," ",1676,0,-1074098.555,-2039715.865,0,1,0,1,"Artificial",19,36,21,38,32,38,36,43,45,58,67,44,25,35,46,27,55,36,37,43,101.3869709,11852.08045635,1689.122065477
"1698.1",231,"Frazier Downs",0," "," ","BOREEQ"," ",1698,0,-1071384.007,-2036494.424,0,1,0,1,"Artificial",20,35,21,38,32,37,37,43,46,58,69,45,24,33,46,27,56,37,38,42,97.30676708,11845.96015062,1682.8793536324
"1722.2",232,"Frazier Downs",0," "," ","BOREEQ"," ",1722,0,-1064603.72,-2031627.815,1,1,0,1,"Artificial",23,36,20,40,37,43,44,49,49,66,75,45,28,35,50,34,63,42,41,45,90.09217007,11835.138255105,1671.8410202071
"1721",233,"Frazier Downs",0," "," ","BOREEQ"," ",1721,0,-1068782.352,-2027923.62,1,1,0,1,"Artificial",18,35,20,40,37,43,44,49,48,63,74,44,26,35,48,32,63,40,42,42,88.45866692,11832.68800038,1669.3417603876
"1675",234,"Frazier Downs",0," "," ","BOREEQ"," ",1675,0,-1076818.259,-2041460.405,0,1,0,1,"Artificial",19,36,21,38,32,38,35,43,45,58,68,44,26,35,47,28,53,36,37,42,104.1611025,11856.24165375,1693.366486825
"1522.1",235,"Frazier Downs",0," "," ","BOREEQ"," ",1522,0,-1092615.448,-2081512.534,0,1,0,1,"Artificial",22,37,23,36,31,44,38,49,46,54,71,42,27,31,46,25,68,41,35,41,147.0801707,11920.62025605,1759.032661171
"1904.1",236,"Thangoo",0,"Tank"," ","BOREEQ","Dam",1904,0,-1003064.817,-1969033.122,0,1,0,1,"Artificial",34,45,36,49,45,51,55,60,56,72,70,53,36,52,67,44,73,57,46,54,33.51708408,11750.27562612,1585.2811386424
"1893.1",237,"Thangoo",0,"Tank"," ","BOREEQ","Tank",1893,0,-1009495.593,-1971013.076,0,1,0,1,"Artificial",34,42,34,47,43,48,51,59,56,72,71,54,33,48,65,40,70,54,42,49,30.13096188,11745.19644282,1580.1003716764
"1840",238,"Thangoo",0,"Tank"," ","BOREEQ","Tank",1840,0,-1032177.784,-1993639.741,0,1,0,1,"Artificial",30,44,30,49,42,50,49,61,59,74,78,57,36,44,65,41,80,57,50,52,45.11178873,11767.667683095,1603.0210367569
"1822.2",239,"Thangoo",0,"Tank"," ","BOREEQ","Tank",1822,0,-1046279.705,-2000477.259,0,1,0,1,"Artificial",27,42,22,46,40,47,49,59,54,69,76,55,32,41,60,36,73,52,45,49,54.48286343,11781.724295145,1617.3587810479
"1883",240,"Thangoo",0,"Tank"," ","BOREEQ","Tank",1883,0,-1008443.685,-1976974.951,0,1,0,1,"Artificial",35,44,33,45,40,47,53,59,58,74,72,53,32,48,64,38,72,54,44,51,35.41385938,11753.12078907,1588.1832048514
"1869",241,"Thangoo",0,"Tank"," ","BOREEQ","Tank",1869,0,-1026425.209,-1985286.825,0,1,0,1,"Artificial",33,42,31,46,40,47,48,60,58,71,72,52,29,46,60,41,72,54,40,47,36.82702516,11755.24053774,1590.3453484948
"1823.1",242,"Thangoo",0,"Tank"," ","BOREEQ","Tank",1823,0,-1040577.692,-1996476.793,0,1,0,1,"Artificial",28,42,25,46,41,47,48,60,58,71,76,55,34,41,63,37,74,55,47,48,49.11204083,11773.668061245,1609.1414224699
"1805.2",243,"Thangoo",0,"Tank"," ","BOREEQ","Tank",1805,0,-1046436.92,-2007520.642,0,1,0,1,"Artificial",26,42,23,46,39,47,48,60,54,67,76,55,32,41,57,37,72,52,43,46,61.27019226,11791.90528839,1627.7433941578
"1885",244,"Thangoo",0,"Tank"," ","BOREEQ","Tank",1885,0,-998909.7344,-1978847.678,0,1,0,1,"Artificial",37,54,34,49,48,56,55,68,61,74,75,59,37,56,67,45,78,60,50,55,43.1145024,11764.6717536,1599.965188672
"1933",245,"Roebuck",0,"Tank"," ","BOREEQ","Tank",1933,1,-981196.8103,-1952397.335,0,1,0,1,"Artificial",43,60,46,65,58,82,74,79,67,78,81,64,51,62,77,55,93,68,66,63,48.58492814,11772.87739221,1608.3349400542
"1932.1",246,"Roebuck",0,"Tank"," ","BOREEQ","Tank",1932,1,-984689.5674,-1953267.347,0,1,0,1,"Artificial",42,59,44,66,54,76,68,77,67,78,79,61,46,60,76,53,91,65,67,63,45.18525185,11767.777877775,1603.1334353305
"1919.1",247,"Roebuck",0,"Tank"," ","BOREEQ","Tank",1919,1,-985509.9911,-1957619.218,0,1,0,1,"Artificial",39,58,41,64,54,75,62,76,66,78,81,60,46,59,78,52,89,63,65,63,45.03552685,11767.553290275,1602.9043560805
"1918.1",248,"Roebuck",0,"Tank"," ","BOREEQ","Tank",1918,1,-987639.2074,-1957338.25,0,1,0,1,"Artificial",39,56,39,57,50,68,59,70,62,75,71,61,42,59,74,49,83,61,60,63,42.89344445,11764.340166675,1599.6269700085
"1955.1",249,"Roebuck",0,"Tank"," ","BOREEQ","Tank",1955,1,-1002848.116,-1944454.976,0,1,0,1,"Artificial",42,53,38,53,45,60,56,63,62,73,70,56,39,55,70,50,83,56,53,59,27.10377403,11740.655661045,1575.4687742659
"1955.2",250,"Roebuck",0,"Tank"," ","BOREEQ","Tank",1955,1,-1000740.218,-1944975.997,0,1,0,1,"Artificial",42,53,38,53,45,60,56,63,62,73,70,56,39,55,70,50,83,56,53,59,29.1192412,11743.6788618,1578.552439036
"1956",251,"Roebuck",0,"Dam"," ","BOREEQ","Dam",1956,1,-996730.6027,-1943631.948,0,1,0,2,"Artificial",43,58,43,61,47,63,57,62,62,73,72,57,42,55,72,50,84,55,55,62,33.27541811,11749.913127165,1584.9113897083
"1957.1",252,"Roebuck",0,"Tank"," ","BOREEQ","Tank",1957,1,-992363.8042,-1940651.606,0,1,0,1,"Artificial",43,61,50,65,47,69,63,66,66,75,72,60,44,59,73,51,85,60,60,63,38.10739572,11757.16109358,1592.3043154516
"1917",253,"Roebuck",0,"Tank"," ","BOREEQ","Tank",1917,1,-995689.3258,-1961040.257,0,1,0,1,"Artificial",38,53,37,56,49,61,57,65,59,72,74,59,42,57,72,46,81,58,49,60,36.15169478,11754.22754217,1589.3120930134
"1917.1",254,"Roebuck",0,"Tank"," ","BOREEQ","Tank",1917,1,-994471.9732,-1959610.651,0,1,0,1,"Artificial",38,53,37,56,49,61,57,65,59,72,74,59,42,57,72,46,81,58,49,60,36.84486212,11755.26729318,1590.3726390436
"1916.1",255,"Roebuck",0,"Tank"," ","BOREEQ","Tank",1916,1,-999695.8779,-1962653.745,0,1,0,1,"Artificial",35,48,36,52,48,58,56,63,60,72,70,57,41,55,71,46,78,57,49,57,33.07190639,11749.607859585,1584.6000167767
"1905",256,"Roebuck",0,"Tank"," ","BOREEQ","Tank",1905,1,-1001638.985,-1964149.522,0,1,0,1,"Artificial",35,48,36,50,46,55,55,64,57,75,73,57,40,55,70,44,77,60,47,55,32.02287879,11748.034318185,1582.9950045487
"1918.2",257,"Roebuck",0,"Tank"," ","BOREEQ","Tank",1918,1,-989508.896,-1960406.519,0,1,0,1,"Artificial",39,56,39,57,50,68,59,70,62,75,71,61,42,59,74,49,83,61,60,63,41.82523799,11762.737856985,1597.9926141247
"1925.1",258,"Roebuck",0,"Tank"," ","BOREEQ","Tank",1925,1,-1021831.327,-1953312.831,0,1,0,1,"Artificial",33,43,34,48,41,48,48,56,50,70,70,51,30,47,67,43,73,46,42,49,9.114848433,11713.6722726495,1547.94571810249
"1940.5",259,"Roebuck",0,"Tank"," ","BOREEQ","Tank",1940,1,-1010788.01,-1948521.87,0,1,0,1,"Artificial",35,47,33,46,43,54,57,60,54,74,71,56,35,52,68,46,75,53,45,55,18.84524766,11728.26787149,1562.8332289198
"1940.6",260,"Roebuck",0,"Tank"," ","BOREEQ","Tank",1940,1,-1013025.951,-1951036.246,0,1,0,1,"Artificial",35,47,33,46,43,54,57,60,54,74,71,56,35,52,68,46,75,53,45,55,16.7849237,11725.17738555,1559.680933261
"1940.7",261,"Roebuck",0,"Tank"," ","BOREEQ","Tank",1940,1,-1014772.657,-1951102.074,0,1,0,1,"Artificial",35,47,33,46,43,54,57,60,54,74,71,56,35,52,68,46,75,53,45,55,15.06964299,11722.604464485,1557.0565537747
"1940.8",262,"Roebuck",0,"Tank"," ","BOREEQ","Tank",1940,1,-1010218.208,-1951111.215,0,1,0,1,"Artificial",35,47,33,46,43,54,57,60,54,74,71,56,35,52,68,46,75,53,45,55,19.57664952,11729.36497428,1563.9522737656
"1976",263," ",0," "," ","BOREEQ"," ",1976,1,-1037518.381,-1932254.999,0,1,0,1,"Artificial",41,52,42,52,40,49,54,52,55,74,73,55,44,56,73,55,88,65,54,57,18.1474399,11727.22115985,1561.765583047
"1978",264," ",0," "," ","BOREEQ"," ",1978,1,-1030829.969,-1934947.968,0,1,0,1,"Artificial",40,52,41,53,42,55,57,58,57,75,74,55,41,55,71,55,86,64,54,58,13.70417749,11720.556266235,1554.9673915597
"1950",265," ",0," "," ","BOREEQ"," ",1950,1,-1032601.066,-1945599.036,0,1,0,1,"Artificial",37,48,32,48,43,48,51,54,53,70,73,49,28,46,65,42,70,47,44,50,4.220581756,11706.330872634,1540.45749008668
"1937",266," ",0," "," ","BOREEQ"," ",1937,1,-1032114.632,-1950440.217,0,1,0,1,"Artificial",33,43,31,49,40,48,46,53,49,70,69,47,26,45,63,44,69,43,44,49,3.08953508,11704.63430262,1538.7269886724
"2006",267," ",0," "," ","BOREEQ"," ",2006,1,-1033381.046,-1922727.772,0,1,0,1,"Artificial",41,54,50,55,46,60,61,59,61,76,75,61,49,62,75,58,93,67,61,58,26.14207197,11739.213107955,1573.9973701141
"1998",268," ",0," "," ","BOREEQ"," ",1998,1,-994992.2171,-1923978.817,0,1,0,1,"Artificial",42,60,54,66,54,73,70,66,67,80,74,58,46,62,75,56,93,66,61,62,42.49920395,11763.748805925,1599.0237820435
"1990.1",269," ",0," "," ","BOREEQ"," ",1990,1,-1037991.382,-1928192.349,0,1,0,1,"Artificial",39,53,46,55,40,50,57,53,56,71,73,56,47,61,75,57,93,68,59,57,22.05275923,11733.079138845,1567.7407216219
"1678",270,"Shamrock",0,"Tank"," ","BOREEQ","Tank",1678,0,-1059827.001,-2042827.893,0,1,0,1,"Artificial",20,36,21,40,33,42,40,46,47,60,71,45,25,34,45,29,60,38,42,45,98.94750669,11848.421260035,1685.3896852357
"1724.1",271,"Shamrock",0,"Dam"," ","BOREEQ","Dam",1724,0,-1052645.846,-2029177.178,0,1,0,2,"Artificial",24,39,21,43,37,45,45,50,50,66,75,48,29,39,54,37,65,46,41,46,83.79918631,11825.698779465,1662.2127550543
"1703",272,"Shamrock",0,"Dam"," ","BOREEQ","Dam",1703,0,-1045040.364,-2032206.797,0,1,0,2,"Artificial",24,39,22,42,37,45,46,50,50,66,76,48,30,39,53,39,64,47,46,46,85.01480588,11827.52220882,1664.0726529964
"1724.2",273,"Shamrock",0,"Dam"," ","BOREEQ","Dam",1724,0,-1053442.092,-2030519.873,0,1,0,2,"Artificial",24,39,21,43,37,45,45,50,50,66,75,48,29,39,54,37,65,46,41,46,85.30984596,11827.96476894,1664.5240643188
"1654",274,"Frazier Downs",0," "," ","BOREEQ"," ",1654,0,-1066891.652,-2047189.03,0,1,0,1,"Artificial",19,37,21,38,32,38,38,44,45,57,69,44,26,35,47,29,57,36,38,43,105.3946873,11858.09203095,1695.253871569
"755.2",275,"Pardoo",0,"Tank"," ","BOREEQ","Tank",755,0,-1271204.941,-2205442.523,0,1,0,1,"Artificial",20,22,24,31,23,31,25,41,25,45,54,37,15,24,21,12,38,23,28,29,126.5471132,11889.8206698,1727.617083196
"817.4",276,"Pardoo",0,"Tank"," ","BOREEQ","Tank",817,0,-1255912.733,-2202594.353,0,1,0,1,"Artificial",19,23,26,29,23,31,30,42,27,47,55,36,16,26,26,15,43,25,32,34,141.8062034,11912.7093051,1750.963491202
"1473",277,"Nita Downs",0,"Tank"," ","BOREEQ","Dam",1473,0,-1071140.945,-2091602.68,0,1,0,1,"Artificial",22,38,23,35,30,44,38,47,46,51,71,40,27,30,46,25,68,41,34,39,148.9051069,11923.35766035,1761.824813557
"987",278,"Mandora",0," "," ","BOREEQ"," ",987,0,-1139002.323,-2172062.75,0,1,0,1,"Artificial",17,24,18,32,20,35,32,44,40,48,59,35,14,22,35,18,50,27,24,24,248.7917329,12073.18759935,1914.651351337
"986",279,"Mandora",0," "," ","BOREEQ"," ",986,0,-1145694.004,-2174564.304,0,1,0,1,"Artificial",17,24,18,30,18,33,31,42,37,46,60,34,14,22,35,18,50,27,24,26,254.0277545,12081.04163175,1922.662464385
"985",280,"Mandora",0," "," ","BOREEQ"," ",985,0,-1153455.802,-2174209.15,0,1,0,1,"Artificial",16,23,18,28,21,34,30,42,36,44,58,34,13,23,33,18,48,26,24,27,247.8286665,12071.74299975,1913.177859745
"1027.3",281,"Mandora",0," "," ","BOREEQ"," ",1027,0,-1161210.337,-2166856.403,0,1,0,1,"Artificial",15,24,17,28,22,32,29,37,35,43,57,34,12,22,31,18,47,24,23,26,243.0256906,12064.5385359,1905.829306618
"455",282," ",0," "," ","BOREEQ"," ",455,2,-1313077.379,-2226488.87,0,1,0,1,"Artificial",19,20,22,33,21,31,24,34,24,44,49,29,18,19,26,18,52,26,31,40,79.88961934,11819.83442901,1656.2311175902
"383",283,"Pardoo",0,"Tank"," ","BOREEQ","Tank",383,0,-1295236.655,-2232164.619,0,1,0,1,"Artificial",19,20,21,36,24,32,24,39,25,48,58,35,19,23,26,18,51,25,33,40,95.41664689,11843.124970335,1679.9874697417
"751.4",284," ",0," "," ","BOREEQ"," ",751,0,-1323952.384,-2208883.123,0,1,0,1,"Artificial",20,20,23,33,21,33,25,36,24,45,53,30,15,19,26,17,48,26,32,38,78.32367608,11817.48551412,1653.8352244024
"755.3",285,"Pardoo",0," "," ","BOREEQ","Tank",755,0,-1270283.941,-2206864.663,0,1,0,1,"Artificial",20,22,24,31,23,31,25,41,25,45,54,37,15,24,21,12,38,23,28,29,126.8672771,11890.30091565,1728.106933963
"614.1",286,"Pardoo",0," "," ","BOREEQ","Tank",614,0,-1272231.9,-2211383.451,0,1,0,1,"Artificial",20,24,25,32,26,32,29,45,26,47,54,36,14,26,26,14,41,24,30,29,123.4381023,11885.15715345,1722.860296519
"614.2",287,"Pardoo",0,"Tank"," ","BOREEQ","Tank",614,0,-1271419.204,-2212983.357,0,1,0,1,"Artificial",20,24,25,32,26,32,29,45,26,47,54,36,14,26,26,14,41,24,30,29,123.6660621,11885.49909315,1723.209075013
"612",288,"Pardoo",0,"Tank"," ","BOREEQ","Tank",612,0,-1282436.798,-2216546.946,0,1,0,1,"Artificial",20,24,25,34,25,32,26,40,24,48,56,36,14,24,22,12,37,23,28,30,112.0897492,11868.1346238,1705.497316276
"534.2",289,"Pardoo",0,"Tank"," ","BOREEQ","Tank",534,0,-1288681.826,-2220857.079,0,1,0,1,"Artificial",20,20,20,35,24,31,23,41,25,47,58,32,18,23,24,19,46,25,30,34,104.7883454,11857.1825181,1694.326168462
"537",290,"Pardoo",0,"Tank"," ","BOREEQ","Tank",537,0,-1279177.851,-2220759.542,0,1,0,1,"Artificial",20,25,26,34,26,32,29,42,26,49,58,36,17,26,24,17,41,27,29,30,113.880866,11870.821299,1708.23772498
"760",291,"Pardoo",0,"Tank"," ","WELLEQ","Tank",760,0,-1241254.709,-2206807.707,0,1,0,1,"Artificial",18,24,29,30,23,34,34,45,31,50,57,37,17,28,29,17,48,27,35,35,154.2368041,11931.35520615,1769.982310273
"819",292,"Pardoo",0,"Tank"," ","WELLEQ","Tank",819,0,-1245338.354,-2198024.735,0,1,0,1,"Artificial",18,24,27,30,23,32,33,41,29,48,56,36,18,28,29,15,48,27,33,35,153.317481,11929.9762215,1768.57574593
"819.1",293,"Pardoo",0,"Tank"," ","WELLEQ","Tank",819,0,-1243781.445,-2197378.564,0,1,0,1,"Artificial",18,24,27,30,23,32,33,41,29,48,56,36,18,28,29,15,48,27,33,35,155.0027599,11932.50413985,1771.154222647
"819.2",294,"Wallal Downs",0,"Tank"," ","WELLEQ","Tank",819,0,-1241511.538,-2200055.303,0,1,0,1,"Artificial",18,24,27,30,23,32,33,41,29,48,56,36,18,28,29,15,48,27,33,35,156.1803908,11934.2705862,1772.955997924
"820.1",295,"Wallal Downs",0,"Tank"," ","WELLEQ","Tank",820,0,-1238037.682,-2200878.679,0,1,0,1,"Artificial",17,23,26,30,23,33,34,42,29,51,55,36,17,28,30,16,47,25,34,35,159.1723633,11938.75854495,1777.533715849
"822",296,"Wallal Downs",0,"Tank"," ","WELLEQ","Tank",822,0,-1229249.548,-2193871.981,0,1,0,1,"Artificial",17,28,25,29,25,33,34,43,31,49,56,37,18,26,32,18,48,27,32,34,169.8276023,11954.74140345,1793.836231519
"822.1",297,"Wallal Downs",0,"Tank"," ","WELLEQ","Tank",822,0,-1225968.164,-2194102.42,0,1,0,1,"Artificial",17,28,25,29,25,33,34,43,31,49,56,37,18,26,32,18,48,27,32,34,172.8229698,11959.2344547,1798.419143794
"878",298,"Wallal Downs",0,"Tank"," ","WELLEQ","Tank",878,0,-1205283.672,-2184525.239,0,1,0,1,"Artificial",12,27,22,31,24,34,29,39,33,50,59,38,15,28,31,16,48,25,28,32,195.550031,11993.3250465,1833.19154743
"878.1",299,"Wallal Downs",0,"Tank"," ","WELLEQ","Tank",878,0,-1205262.491,-2184154.542,0,1,0,1,"Artificial",12,27,22,31,24,34,29,39,33,50,59,38,15,28,31,16,48,25,28,32,195.7012496,11993.5518744,1833.422911888
"928.1",300,"Wallal Downs",0,"Tank"," ","WELLEQ","Tank",928,0,-1202589.967,-2183031.19,0,1,0,1,"Artificial",12,24,20,33,21,35,29,41,31,50,57,37,13,27,32,16,46,25,26,30,198.5985517,11997.89782755,1837.855784101
"928.2",301,"Wallal Downs",0,"Tank"," ","WELLEQ","Tank",928,0,-1199267.216,-2181413.163,0,1,0,1,"Artificial",12,24,20,33,21,35,29,41,31,50,57,37,13,27,32,16,46,25,26,30,202.2798274,12003.4197411,1843.488135922
"877",302,"Wallal Downs",0,"Tank"," ","WELLEQ","Tank",877,0,-1212592.983,-2187282.892,0,1,0,1,"Artificial",13,27,22,31,24,33,31,41,32,50,58,39,15,28,29,16,48,27,30,32,187.7378191,11981.60672865,1821.238863223
"876",303,"Wallal Downs",0,"Tank"," ","WELLEQ","Tank",876,0,-1215973.8,-2187839.597,0,1,0,1,"Artificial",14,26,24,30,24,35,32,41,31,49,57,38,15,26,31,16,48,27,31,32,184.3798887,11976.56983305,1816.101229711
"823.2",304,"Wallal Downs",0,"Tank"," ","WELLEQ","Tank",823,0,-1222267.569,-2195900.823,0,1,0,1,"Artificial",15,27,25,29,25,35,34,44,31,49,57,38,18,26,32,17,49,27,31,33,175.7015745,11963.55236175,1802.823408985
"876.1",305,"Wallal Downs",0,"Tank"," ","WELLEQ","Tank",876,0,-1216813.327,-2190887.33,0,1,0,1,"Artificial",14,26,24,30,24,35,32,41,31,49,57,38,15,26,31,16,48,27,31,32,182.5250142,11973.7875213,1813.263271726
"876.2",306,"Wallal Downs",0,"Tank"," ","WELLEQ","Tank",876,0,-1219605.165,-2189974.532,0,1,0,1,"Artificial",14,26,24,30,24,35,32,41,31,49,57,38,15,26,31,16,48,27,31,32,180.2268825,11970.34032375,1809.747130225
"1024.2",307,"Wallal Downs",0,"Tank"," ","WELLEQ","Tank",1024,0,-1176677.814,-2169761.081,0,1,0,1,"Artificial",11,23,17,31,20,34,28,37,32,41,51,34,11,21,28,13,46,24,22,27,227.5587879,12041.33818185,1882.164945487
"931",308,"Wallal Downs",0,"Tank"," ","WELLEQ","Tank",931,0,-1187160.884,-2180956.45,0,1,0,1,"Artificial",11,24,16,32,21,34,28,42,32,45,55,37,11,23,30,14,47,24,27,29,213.7857124,12020.6785686,1861.092139972
"978",309,"Wallal Downs",0,"Tank"," ","WELLEQ","Tank",978,0,-1191914.387,-2177534.983,0,1,0,1,"Artificial",11,23,17,32,21,33,29,42,31,42,53,34,11,22,28,13,47,23,23,29,210.535331,12015.8029965,1856.11905643
"978.1",310,"Wallal Downs",0,"Tank"," ","WELLEQ","Tank",978,0,-1189760.788,-2175036.74,0,1,0,1,"Artificial",11,23,17,32,21,33,29,42,31,42,53,34,11,22,28,13,47,23,23,29,213.4523985,12020.17859775,1860.582169705
"980",311,"Wallal Downs",0,"Tank"," ","WELLEQ","Tank",980,0,-1180623.744,-2176172.976,0,1,0,1,"Artificial",11,23,16,32,20,34,28,39,32,42,51,34,12,22,28,13,46,24,23,27,221.5719829,12032.35797435,1873.005133837
"979.2",312,"Wallal Downs",0,"Tank"," ","WELLEQ","Tank",979,0,-1186520.712,-2175154.791,0,1,0,1,"Artificial",11,23,17,33,21,32,28,40,31,43,52,33,11,22,28,13,46,22,23,27,216.424913,12024.6373695,1865.13011689
"1026.3",313,"Wallal Downs",0,"Tank"," ","WELLEQ","Tank",1026,0,-1170246.58,-2170441.863,0,1,0,1,"Artificial",13,24,17,30,21,32,28,36,34,44,53,34,11,21,29,16,46,24,23,26,233.3048785,12049.95731775,1890.956464105
"1024.3",314,"Wallal Downs",0,"Tank"," ","WELLEQ","Tank",1024,0,-1179731.783,-2170566.548,0,1,0,1,"Artificial",11,23,17,31,20,34,28,37,32,41,51,34,11,21,28,13,46,24,22,27,224.4233686,12036.6350529,1877.367753958
"1111",315,"Mandora",0," "," ","WELLEQ"," ",1111,0,-1145361.152,-2152967.839,0,1,0,1,"Artificial",19,28,20,32,21,36,35,43,44,49,61,36,14,22,32,16,52,28,25,25,234.8601425,12052.29021375,1893.336018025
"1111.1",316,"Mandora",0," "," ","WELLEQ"," ",1111,0,-1145518.31,-2153044.077,0,1,0,1,"Artificial",19,28,20,32,21,36,35,43,44,49,61,36,14,22,32,16,52,28,25,25,235.0039433,12052.50591495,1893.556033249
"1111.2",317,"Mandora",0," "," ","WELLEQ"," ",1111,0,-1149225.591,-2153320.35,0,1,0,1,"Artificial",19,28,20,32,21,36,35,43,44,49,61,36,14,22,32,16,52,28,25,25,237.092548,12055.638822,1896.75159844
"1110",318,"Mandora",0," "," ","WELLEQ"," ",1110,0,-1152591.174,-2155251.357,0,1,0,1,"Artificial",17,27,19,32,21,35,35,44,43,47,59,35,14,22,32,16,50,27,24,27,240.4653058,12060.6979587,1901.911917874
"1110.1",319,"Mandora",0," "," ","WELLEQ"," ",1110,0,-1152781.053,-2155338.345,0,1,0,1,"Artificial",17,27,19,32,21,35,35,44,43,47,59,35,14,22,32,16,50,27,24,27,240.6371821,12060.95577315,1902.174888613
"1070.1",320,"Mandora",0," "," ","WELLEQ"," ",1070,0,-1160129.822,-2159014.101,0,1,0,1,"Artificial",17,25,18,30,21,33,29,40,36,46,59,35,13,22,34,18,49,26,24,26,246.9344563,12070.40168445,1911.809718139
"1070.2",321,"Mandora",0," "," ","WELLEQ"," ",1070,0,-1160271.514,-2159020.855,0,1,0,1,"Artificial",17,25,18,30,21,33,29,40,36,46,59,35,13,22,34,18,49,26,24,26,246.8010073,12070.20151095,1911.605541169
"1027.4",322,"Mandora",0," "," ","WELLEQ"," ",1027,0,-1165523.002,-2166645.308,0,1,0,1,"Artificial",15,24,17,28,22,32,29,37,35,43,57,34,12,22,31,18,47,24,23,26,239.0794524,12058.6191786,1899.791562172
"1471.1",323,"Nita Downs",0,"Tank"," ","WELLEQ","Dam",1471,0,-1078810.302,-2091890.108,0,1,0,1,"Artificial",22,36,23,35,30,43,37,46,45,49,71,39,28,28,45,25,67,40,34,38,151.4942758,11927.2414137,1765.786241974
"1497.1",324,"Nita Downs",0,"Tank"," ","WELLEQ","Dam",1497,0,-1083437.781,-2086811.485,0,1,0,1,"Artificial",22,37,23,35,30,45,37,49,46,50,72,40,27,30,45,26,68,40,34,38,148.3152707,11922.47290605,1760.922364171
