"","FID","Property","Area","Status","Name","Old_name","RT_status","r_raster3","ARRIVE_MCP","POINT_X","POINT_Y","IPA","art_nat","Perimeter","Type","Purpose","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","Distance","Conversion","Maintenance"
"539.2",438,"Pardoo",0,"Tank"," ","WELLEQ","Tank",539,0,-1270210.53,-2221436.959,0,1,0,1,"Artificial",20,24,26,33,29,32,31,45,26,49,56,38,16,26,24,16,42,25,32,29,122.3121653,11883.46824795,1721.137612909
"539.3",439,"Pardoo",0,"Tank"," ","WELLEQ","Tank",539,0,-1268448.471,-2221386.927,0,1,0,1,"Artificial",20,24,26,33,29,32,31,45,26,49,56,38,16,26,24,16,42,25,32,29,124.0257504,11886.0386256,1723.759398112
"463",440,"Pardoo",0,"Tank"," ","WELLEQ","Tank",463,0,-1274140.48,-2224577.801,0,1,0,1,"Artificial",21,25,29,34,27,34,31,46,26,50,57,38,19,27,28,20,45,29,32,30,117.7099656,11876.5649484,1714.096247368
"463.1",441,"Pardoo",0,"Tank"," ","WELLEQ","Tank",463,0,-1272584.991,-2224382.816,0,1,0,1,"Artificial",21,25,29,34,27,34,31,46,26,50,57,38,19,27,28,20,45,29,32,30,119.2655161,11878.89827415,1716.476239633
"465",442,"Pardoo",0,"Tank"," ","WELLEQ","Tank",465,0,-1265440.873,-2221805.705,0,1,0,1,"Artificial",20,26,28,34,26,33,32,50,29,51,57,37,18,26,29,18,43,26,33,31,126.8260316,11890.2390474,1728.043828348
"462.1",443,"Pardoo",0,"Tank"," ","WELLEQ","Tank",462,0,-1278292.436,-2228031.411,0,1,0,1,"Artificial",20,24,28,34,27,33,30,45,27,49,60,38,18,27,28,19,45,28,32,30,112.8566796,11869.2850194,1706.670719788
"392",444,"Pardoo",0,"Tank"," ","WELLEQ","Tank",392,0,-1250020.43,-2230181.573,0,1,0,1,"Artificial",19,28,30,31,26,32,33,51,34,51,59,36,19,26,30,17,51,30,34,33,140.1587327,11910.23809905,1748.442861031
"1031.3",445,"Mandora",0," "," ","BORE"," ",1031,0,-1138772.519,-2165963.196,0,1,0,1,"Artificial",18,27,19,32,20,35,35,44,43,48,61,36,14,22,33,18,50,27,24,25,243.224728,12064.837092,1906.13383384
"1031.4",446,"Mandora",0," "," ","BORE"," ",1031,0,-1138470.19,-2165929.72,0,1,0,1,"Artificial",18,27,19,32,20,35,35,44,43,48,61,36,14,22,33,18,50,27,24,25,243.0592841,12064.58892615,1905.880704673
"1029.1",447,"Mandora",0," "," ","BORE"," ",1029,0,-1150665.882,-2167026.684,0,1,0,1,"Artificial",17,24,18,30,20,33,31,41,37,45,59,34,13,22,33,18,49,26,24,26,249.7183362,12074.5775043,1916.069054386
"986.1",448,"Mandora",0," "," ","BORE"," ",986,0,-1144142.304,-2170513.487,0,1,0,1,"Artificial",17,24,18,30,18,33,31,42,37,46,60,34,14,22,35,18,50,27,24,26,249.7159425,12074.57391375,1916.065392025
"1031.5",449,"Mandora",0," "," ","BORE"," ",1031,0,-1140071.927,-2165872.904,0,1,0,1,"Artificial",18,27,19,32,20,35,35,44,43,48,61,36,14,22,33,18,50,27,24,25,243.7300671,12065.59510065,1906.907002663
"1423",450," ",0," "," ","BORE"," ",1423,0,-1040377.488,-2093860.46,0,1,0,1,"Artificial",20,38,22,34,29,44,37,45,43,51,70,38,29,31,47,28,74,46,37,40,145.6574988,11918.4862482,1756.855973164
"1603",451,"Frazier Downs",0," "," ","BORE"," ",1603,0,-1073149.117,-2059403.916,0,1,0,1,"Artificial",21,40,22,41,32,38,40,46,45,58,70,45,29,35,49,29,63,39,35,43,119.0428516,11878.5642774,1716.135562948
"1600.3",452,"Frazier Downs",0," "," ","BORE"," ",1600,0,-1088366.24,-2061338.325,0,1,0,1,"Artificial",22,41,22,40,32,42,39,48,47,59,71,45,29,34,47,28,64,40,36,45,127.1202649,11890.68039735,1728.494005297
"1601.2",453,"Frazier Downs",0," "," ","BORE"," ",1601,0,-1084933.409,-2060770.826,0,1,0,1,"Artificial",22,40,21,40,32,42,39,47,47,59,70,45,29,34,48,28,65,40,35,44,125.0618572,11887.5927858,1725.344641516
"1626.5",454,"Frazier Downs",0," "," ","BORE"," ",1626,0,-1083036.868,-2054502.95,0,1,0,1,"Artificial",22,40,22,40,32,38,37,46,45,58,70,46,28,35,49,28,60,36,35,42,118.6062569,11877.90938535,1715.467573057
"1650.1",455,"Frazier Downs",0," "," ","BORE"," ",1650,0,-1089516.291,-2048078.992,0,1,0,1,"Artificial",20,39,22,40,32,40,38,45,45,58,70,46,27,35,49,28,58,36,36,42,116.1124906,11874.1687359,1711.652110618
"1743",456,"Frazier Downs",0," "," ","BORE"," ",1743,0,-1068589.511,-2021937.951,0,1,0,1,"Artificial",20,36,19,41,37,43,43,49,48,65,75,46,28,38,50,34,62,42,41,44,83.04269755,11824.564046325,1661.0553272515
"1894",457,"Thangoo",0,"Tank"," ","BORE","Tank",1894,0,-1006192.946,-1970080.895,0,1,0,1,"Artificial",35,45,34,47,44,50,54,60,56,73,71,54,35,52,66,41,73,58,46,54,31.79432298,11747.69148447,1582.6453141594
"1844",458,"Thangoo",0,"Tank"," ","BORE","Tank",1844,0,-1013656.195,-1990482.407,0,1,0,1,"Artificial",36,50,31,47,45,54,52,68,63,79,79,56,39,49,66,43,85,62,49,52,44.82650802,11767.23976203,1602.5845572706
"1869.1",459,"Thangoo",0,"Tank"," ","BORE","Tank",1869,0,-1026056.103,-1986496.207,0,1,0,1,"Artificial",33,42,31,46,40,47,48,60,58,71,72,52,29,46,60,41,72,54,40,47,38.06486669,11757.097300035,1592.2392460357
"1844.1",460,"Thangoo",0,"Tank"," ","BORE","Tank",1844,0,-1013230.344,-1990900.828,0,1,0,1,"Artificial",36,50,31,47,45,54,52,68,63,79,79,56,39,49,66,43,85,62,49,52,45.36991242,11768.05486863,1603.4159660026
"1871.1",461,"Thangoo",0,"Tank"," ","BORE","Tank",1871,0,-1014527.819,-1984779.352,0,1,0,1,"Artificial",35,45,31,44,42,46,48,61,59,73,70,54,34,46,65,39,74,55,43,47,39.20626025,11758.809390375,1593.9855781825
"1893.2",462,"Thangoo",0,"Tank"," ","BORE","Tank",1893,0,-1012068.443,-1972845.192,0,1,0,1,"Artificial",34,42,34,47,43,48,51,59,56,72,71,54,33,48,65,40,70,54,42,49,29.93922255,11744.908833825,1579.8070105015
"1786",463,"Thangoo",0,"Tank"," ","BORE","Tank",1786,0,-1056352.956,-2014502.785,0,1,0,1,"Artificial",25,41,20,44,35,45,45,54,52,68,74,52,30,40,54,38,70,46,40,46,71.11368983,11806.670534745,1642.8039454399
"1786.1",464,"Thangoo",0,"Tank"," ","BORE","Tank",1786,0,-1057014.615,-2010337.265,0,1,0,1,"Artificial",25,41,20,44,35,45,45,54,52,68,74,52,30,40,54,38,70,46,40,46,67.53713437,11801.305701555,1637.3318155861
"1812",465," ",0," "," ","BORE"," ",1812,0,-1014989.698,-2002816.723,0,1,0,1,"Artificial",34,48,32,49,45,58,56,67,62,75,78,57,39,47,68,44,82,57,49,53,56.15964727,11784.239470905,1619.9242603231
"1840.1",466,"Thangoo",0,"Tank"," ","BORE","Tank",1840,0,-1031729.819,-1989914.151,0,1,0,1,"Artificial",30,44,30,49,42,50,49,61,59,74,78,57,36,44,65,41,80,57,50,52,41.36754178,11762.05131267,1597.2923389234
"1882.1",467,"Thangoo",0,"Tank"," ","BORE","Tank",1882,0,-1018648.776,-1980941.228,0,1,0,1,"Artificial",34,39,33,45,39,46,49,59,57,73,69,53,30,46,64,39,69,53,41,47,34.15588563,11751.233828445,1586.2585050139
"1843",468,"Thangoo",0,"Tank"," ","BORE","Tank",1843,0,-1021197.284,-1989491.848,0,1,0,1,"Artificial",36,48,30,47,44,52,49,65,62,77,79,57,38,47,66,44,85,62,48,53,41.7531333,11762.62969995,1597.882293949
"1870",469,"Thangoo",0,"Tank"," ","BORE","Tank",1870,0,-1022003.536,-1985878.305,0,1,0,1,"Artificial",34,45,31,45,40,47,49,61,60,69,71,53,30,46,61,41,72,53,40,46,38.05126258,11757.07689387,1592.2184317474
"1933.1",470,"Roebuck",0,"Tank"," ","BORE","Tank",1933,1,-976801.8636,-1953204.759,0,1,0,1,"Artificial",43,60,46,65,58,82,74,79,67,78,81,64,51,62,77,55,93,68,66,63,53.03154715,11779.547320725,1615.1382671395
"1956.1",471,"Roebuck",0,"Tank"," ","BORE","Tank",1956,1,-999102.5523,-1942254.506,0,1,0,1,"Artificial",43,58,43,61,47,63,57,62,62,73,72,57,42,55,72,50,84,55,55,62,31.18295426,11746.77443139,1581.7099200178
"1958.1",472,"Roebuck",0,"Tank"," ","BORE","Tank",1958,1,-982612.199,-1943073.279,0,1,0,1,"Artificial",44,60,50,67,51,76,70,73,71,80,75,61,49,59,73,57,90,66,64,63,47.34455635,11771.016834525,1606.4371712155
"1908.1",473,"Roebuck",0,"Tank"," ","BORE","Tank",1908,1,-984647.9025,-1964949.898,0,1,0,1,"Artificial",40,58,41,63,56,76,65,77,66,77,84,60,46,61,78,52,91,64,63,62,47.86432942,11771.79649413,1607.2324240126
"1916.2",474,"Roebuck",0,"Tank"," ","BORE","Tank",1916,1,-1002698.175,-1961506.354,0,1,0,1,"Artificial",35,48,36,52,48,58,56,63,60,72,70,57,41,55,71,46,78,57,49,57,29.86753462,11744.80130193,1579.6973279686
"1941.2",475,"Roebuck",0,"Tank"," ","BORE","Tank",1941,1,-1008602.991,-1950669.356,0,1,0,1,"Artificial",38,50,33,47,46,58,57,64,58,75,71,56,38,55,70,49,79,55,47,56,21.13169358,11731.69754037,1566.3314911774
"1941.3",476,"Roebuck",0,"Tank"," ","BORE","Tank",1941,1,-1008534.517,-1950649.559,0,1,0,1,"Artificial",38,50,33,47,46,58,57,64,58,75,71,56,38,55,70,49,79,55,47,56,21.19791621,11731.796874315,1566.4328118013
"1941.4",477,"Roebuck",0,"Tank"," ","BORE","Tank",1941,1,-1006587.486,-1950925.698,0,1,0,1,"Artificial",38,50,33,47,46,58,57,64,58,75,71,56,38,55,70,49,79,55,47,56,23.16268691,11734.744030365,1569.4389109723
"1915",478,"Roebuck",0,"Tank"," ","BORE","Tank",1915,1,-1008248.604,-1961517.274,0,1,0,1,"Artificial",33,46,35,50,46,53,55,61,58,75,70,54,36,54,68,44,75,57,45,53,24.98315808,11737.47473712,1572.2242318624
"1964.2",479," ",0," "," ","BORE"," ",1964,1,-1028862.392,-1936060.855,0,1,0,1,"Artificial",40,52,35,50,40,49,56,56,55,75,72,53,35,51,69,47,79,57,50,55,12.56258884,11718.84388326,1553.2207609252
"1964.3",480," ",0," "," ","BORE"," ",1964,1,-1029752.224,-1937450.553,0,1,0,1,"Artificial",40,52,35,50,40,49,56,56,55,75,72,53,35,51,69,47,79,57,50,55,11.14986369,11716.724795535,1551.0592914457
"1962.4",481," ",0," "," ","BORE"," ",1962,1,-1034785.415,-1939607.069,0,1,0,1,"Artificial",39,51,36,49,40,51,53,53,53,74,70,54,39,53,68,49,83,61,51,55,10.3641327,11715.54619905,1549.857123031
"1949.2",482," ",0," "," ","BORE"," ",1949,1,-1035123.417,-1946263.972,0,1,0,1,"Artificial",37,47,31,48,41,48,49,53,52,71,70,48,26,46,64,43,72,48,46,49,5.966541132,11708.949811698,1543.12880793196
"1723",483,"Shamrock",0,"Dam"," ","BORE","Dam",1723,0,-1054687.848,-2028962.905,0,1,0,2,"Artificial",24,38,20,41,37,43,44,49,50,65,76,47,29,39,52,35,64,42,41,46,84.17821795,11826.267326925,1662.7926734635
"1581",484,"Shamrock",0,"Dam"," ","BORE","Dam",1581,0,-1051671.953,-2066516.265,0,1,0,2,"Artificial",21,40,22,39,33,43,41,48,48,60,72,45,28,35,49,30,70,42,37,44,119.9583614,11879.9375421,1717.536292942
"1631",485,"Shamrock",0,"Dam"," ","BORE","Dam",1631,0,-1056006.555,-2050553.09,0,1,0,2,"Artificial",20,39,21,37,34,44,41,52,48,61,74,45,26,35,46,30,62,40,43,46,105.3092436,11857.9638654,1695.123142708
"1681",486,"Shamrock",0,"Dam"," ","BORE","Dam",1681,0,-1043020.372,-2041435.247,0,1,0,2,"Artificial",25,37,22,41,37,45,46,50,50,63,79,46,29,38,51,38,63,45,45,47,93.79575196,11840.69362794,1677.5075004988
"1680",487,"Shamrock",0,"Dam"," ","BORE","Dam",1680,0,-1051466.213,-2042071.105,0,1,0,2,"Artificial",24,39,23,40,37,45,46,50,50,63,78,46,28,35,49,35,62,45,43,48,95.98736184,11843.98104276,1680.8606636152
"1705",488,"Shamrock",0,"Dam"," ","BORE","Dam",1705,0,-1036795.31,-2033670.503,0,1,0,2,"Artificial",26,42,20,45,39,46,45,53,51,67,75,50,32,40,54,38,66,47,46,47,85.37168815,11828.057532225,1664.6186828695
"1747.2",489,"Shamrock",0,"Dam"," ","BORE","Dam",1747,0,-1044841.843,-2021673.668,0,1,0,2,"Artificial",25,42,20,45,37,45,45,52,52,68,74,51,32,40,54,37,69,48,43,47,74.63979559,11811.959693385,1648.1988872527
"534.5",490,"Pardoo",0,"Tank"," ","BORE","Tank",534,0,-1290088.296,-2219691.601,0,1,0,1,"Artificial",20,20,20,35,24,31,23,41,25,47,58,32,18,23,24,19,46,25,30,34,103.8294063,11855.74410945,1692.858991639
"1027.7",491,"Mandora",0," "," ","BORE"," ",1027,0,-1161206.586,-2166967.817,0,1,0,1,"Artificial",15,24,17,28,22,32,29,37,35,43,57,34,12,22,31,18,47,24,23,26,242.9894078,12064.4841117,1905.773793934
"1027.8",492,"Mandora",0," "," ","BORE"," ",1027,0,-1160940.812,-2167177.171,0,1,0,1,"Artificial",15,24,17,28,22,32,29,37,35,43,57,34,12,22,31,18,47,24,23,26,243.1631342,12064.7447013,1906.039595326
"322",493," ",0," "," ","BORE"," ",322,0,-1224050.796,-2234751.8,0,1,0,1,"Artificial",22,30,27,31,23,32,32,49,35,48,61,35,20,28,29,18,57,27,35,40,165.2316927,11947.84753905,1786.804489831
"322.1",494," ",0," "," ","BORE"," ",322,0,-1224946.545,-2234603.013,0,1,0,1,"Artificial",22,30,27,31,23,32,32,49,35,48,61,35,20,28,29,18,57,27,35,40,164.3590909,11946.53863635,1785.469409077
"322.2",495," ",0," "," ","BORE"," ",322,0,-1224698.595,-2235505.747,0,1,0,1,"Artificial",22,30,27,31,23,32,32,49,35,48,61,35,20,28,29,18,57,27,35,40,164.5031319,11946.75469785,1785.689791807
"303.1",496," ",0," "," ","BORE"," ",303,0,-1322794.092,-2239368.479,0,1,0,1,"Artificial",20,22,21,31,18,29,26,31,25,37,48,30,18,20,26,19,52,29,33,37,66.94924951,11800.423874265,1636.4323517503
"303.2",497," ",0," "," ","BORE"," ",303,0,-1320157.984,-2240195.782,0,1,0,1,"Artificial",20,22,21,31,18,29,26,31,25,37,48,30,18,20,26,19,52,29,33,37,69.36093271,11804.041399065,1640.1222270463
"304.1",498," ",0," "," ","BORE"," ",304,0,-1318925.302,-2241271.93,0,1,0,1,"Artificial",19,21,22,32,20,28,28,34,27,38,50,30,18,20,28,18,52,27,34,38,70.37261732,11805.55892598,1641.6701044996
"303.3",499," ",0," "," ","BORE"," ",303,0,-1319730.318,-2242428.984,0,1,0,1,"Artificial",20,22,21,31,18,29,26,31,25,37,48,30,18,20,26,19,52,29,33,37,69.38321825,11804.074827375,1640.1563239225
"303.4",500," ",0," "," ","BORE"," ",303,0,-1320400.997,-2242975.854,0,1,0,1,"Artificial",20,22,21,31,18,29,26,31,25,37,48,30,18,20,26,19,52,29,33,37,68.63402453,11802.951036795,1639.0100575309
"606.2",501," ",0," "," ","BORE"," ",606,0,-1307248.475,-2214526.539,0,1,0,1,"Artificial",20,20,22,36,23,32,24,37,25,45,53,31,17,20,26,18,49,24,31,39,89.92160923,11834.882413845,1671.5800621219
"531.1",502," ",0," "," ","BORE"," ",531,0,-1307308.261,-2222539.223,0,1,0,1,"Artificial",20,20,22,36,22,31,24,36,25,45,52,31,18,22,25,18,51,24,31,39,86.67648378,11830.01472567,1666.6150201834
"614.7",503,"Pardoo",0,"Tank"," ","BORE","Tank",614,0,-1269651.523,-2213891.873,0,1,0,1,"Artificial",20,24,25,32,26,32,29,45,26,47,54,36,14,26,26,14,41,24,30,29,125.0444691,11887.56670365,1725.318037723
"306.2",504," ",0," "," ","DAM"," ",306,0,-1307346.08,-2242913.126,0,1,0,1,"Artificial",19,20,21,35,23,30,27,35,27,43,49,30,20,20,28,18,52,27,32,41,81.56262209,11822.343933135,1658.7908117977
"531.2",505," ",0," "," ","DAM"," ",531,0,-1306839.929,-2222775.621,0,1,0,1,"Artificial",20,20,22,36,22,31,24,36,25,45,52,31,18,22,25,18,51,24,31,39,87.02943429,11830.544151435,1667.1550344637
"606.3",506," ",0," "," ","DAM"," ",606,0,-1307764.761,-2214401.825,0,1,0,1,"Artificial",20,20,22,36,23,32,24,37,25,45,53,31,17,20,26,18,49,24,31,39,89.51181431,11834.267721465,1670.9530758943
"1497.2",507,"Nita Downs",0,"Tank"," ","DAM","Dam",1497,0,-1083494.137,-2086552.927,0,1,0,1,"Artificial",22,37,23,35,30,45,37,49,46,50,72,40,27,30,45,26,68,40,34,38,148.0948421,11922.14226315,1760.585108413
"1651.4",508,"Frazier Downs",0," "," ","DAM"," ",1651,0,-1083287.927,-2047226.749,0,1,0,1,"Artificial",19,39,21,39,32,38,37,44,44,57,68,46,28,36,48,29,54,36,36,42,112.276978,11868.415467,1705.78377634
"1631.1",509,"Shamrock",0,"Dam"," ","DAM","Dam",1631,0,-1055865.415,-2050008.196,0,1,0,2,"Artificial",20,39,21,37,34,44,41,52,48,61,74,45,26,35,46,30,62,40,43,46,104.7463667,11857.11955005,1694.261941051
"1749",510,"Shamrock",0,"Dam"," ","DAM","Dam",1749,0,-1036113.131,-2023010.71,0,1,0,2,"Artificial",27,43,22,45,39,46,47,56,52,68,75,53,32,42,56,36,68,52,45,48,74.69255198,11812.03882797,1648.2796045294
"1705.1",511," ",0," "," ","DAM","Dam",1705,0,-1036908.668,-2033487.774,0,1,0,1,"Artificial",26,42,20,45,39,46,45,53,51,67,75,50,32,40,54,38,66,47,46,47,85.19921045,11827.798815675,1664.3547919885
"1725",512,"Shamrock",0,"Tank"," ","DAM","Tank",1725,0,-1045451.679,-2029029.207,0,1,0,1,"Artificial",25,40,21,44,37,46,45,51,50,66,75,49,30,41,54,38,67,48,44,45,81.97024003,11822.955360045,1659.4144672459
"1708",513,"Shamrock",0,"Dam"," ","DAM","Dam",1708,0,-1022373.689,-2034184.267,0,1,0,2,"Artificial",29,46,22,45,41,47,49,57,56,67,77,52,33,41,55,38,64,49,46,50,85.89181192,11828.83771788,1665.4144722376
"1661",514," ",0," "," ","DAM"," ",1661,0,-1025655.534,-2045286.516,0,1,0,1,"Artificial",28,43,22,44,37,48,46,52,51,65,78,47,32,41,52,38,65,47,47,49,96.76851734,11845.15277601,1682.0558315302
"1730",515,"Shamrock",0,"Dam"," ","DAM","Dam",1730,0,-1021679.416,-2024119.112,0,1,0,2,"Artificial",30,44,24,45,41,48,48,60,57,67,75,52,33,42,57,38,71,50,47,49,75.93701677,11813.905525155,1650.1836356581
"1610",516,"Shamrock",0,"Dam"," ","DAM","Dam",1610,0,-1030147.448,-2055234.59,0,1,0,2,"Artificial",23,43,23,40,38,46,45,52,52,64,77,45,30,37,51,37,65,46,46,48,106.6360499,11859.95407485,1697.153156347
"1584",517,"Shamrock",0,"Dam"," ","DAM","Dam",1584,0,-1039260.551,-2060704.189,0,1,0,2,"Artificial",22,41,23,40,36,46,44,52,50,63,74,44,29,36,47,35,68,46,45,46,112.5170488,11868.7755732,1706.151084664
"1606",518,"Shamrock",0,"Dam"," ","DAM","Dam",1606,0,-1053638.355,-2060850.649,0,1,0,2,"Artificial",21,39,22,38,34,43,40,50,49,59,73,46,27,35,47,29,66,41,41,43,114.7889799,11872.18346985,1709.627139247
"1930",519,"Roebuck",0,"Dam"," ","DAM","Dam",1930,1,-997152.5175,-1951912.146,0,1,0,2,"Artificial",42,54,35,55,48,63,55,65,60,72,73,58,40,57,71,49,81,57,52,59,32.64903945,11748.973559175,1583.9530303585
"1957.2",520,"Roebuck",0,"Tank"," ","DAM","Tank",1957,1,-991838.4857,-1940517.832,0,1,0,1,"Artificial",43,61,50,65,47,69,63,66,66,75,72,60,44,59,73,51,85,60,60,63,38.64906848,11757.97360272,1593.1330747744
"1929",521,"Roebuck",0,"Dam"," ","DAM","Dam",1929,1,-1000881.204,-1955717.423,0,1,0,2,"Artificial",37,49,34,51,49,59,55,64,59,73,72,56,39,56,71,47,81,56,49,57,29.61979358,11744.42969037,1579.3182841774
"1929.1",522,"Roebuck",0,"Dam"," ","DAM","Dam",1929,1,-1003894.584,-1953210.512,0,1,0,2,"Artificial",37,49,34,51,49,59,55,64,59,73,72,56,39,56,71,47,81,56,49,57,26.14822902,11739.22234353,1574.0067904006
"1927",523,"Roebuck",0,"Dam"," ","DAM","Dam",1927,1,-1009944.081,-1957101.036,0,1,0,2,"Artificial",33,43,35,47,43,51,56,60,55,74,72,53,32,51,66,44,74,53,44,54,21.44594827,11732.168922405,1566.8123008531
"1941.5",524,"Roebuck",0,"Dam"," ","DAM","Dam",1941,1,-1006097.166,-1951299.602,0,1,0,2,"Artificial",38,50,33,47,46,58,57,64,58,75,71,56,38,55,70,49,79,55,47,56,23.69027392,11735.53541088,1570.2461190976
"1915.1",525,"Roebuck",0,"Dam"," ","DAM","Dam",1915,1,-1008177.838,-1961096.594,0,1,0,2,"Artificial",33,46,35,50,46,53,55,61,58,75,70,54,36,54,68,44,75,57,45,53,24.82938726,11737.24408089,1571.9889625078
"2014",526," ",0," "," ","DAM"," ",2014,1,-984041.4236,-1919534.164,0,1,0,1,"Artificial",43,64,57,67,57,80,74,71,72,81,86,61,50,62,78,60,97,69,67,64,54.06857387,11781.102860805,1616.7249180211
"1964.4",527," ",0," "," ","DAM"," ",1964,1,-1029767.199,-1937490.003,0,1,0,1,"Artificial",40,52,35,50,40,49,56,56,55,75,72,53,35,51,69,47,79,57,50,55,11.11058623,11716.665879345,1550.9991969319
"533.4",528,"Pardoo",0,"Chinamans Spring"," ",NA,"Chinamans Spri*",533,0,-1295122.188,-2218749.216,0,0,158,1,"Natural",19,20,20,36,24,32,23,39,24,47,55,33,18,23,25,19,48,24,30,36,99.41403517,0,0
"611.2",529,"Pardoo",0,"Banangarra Spring"," ",NA,"Banangarra Spr*",611,0,-1288263.09,-2216141.331,0,0,158,1,"Natural",20,23,23,35,24,31,27,39,24,47,56,36,14,22,24,13,38,24,28,29,106.7521146,0,0
"819.7",530,"Wallal Downs",0," "," ",NA,"Salt lake",819,0,-1240723.144,-2201014.983,0,0,158,1,"Natural",18,24,27,30,23,32,33,41,29,48,56,36,18,28,29,15,48,27,33,35,156.5956541,0,0
"819.8",531,"Wallal Downs",0," "," ",NA,"Salt lake",819,0,-1240313.124,-2201141.087,0,0,158,1,"Natural",18,24,27,30,23,32,33,41,29,48,56,36,18,28,29,15,48,27,33,35,156.9395725,0,0
"820.3",532,"Wallal Downs",0," "," ",NA,"Salt lake",820,0,-1240062.812,-2200812.165,0,0,158,1,"Natural",17,23,26,30,23,33,34,42,29,51,55,36,17,28,30,16,47,25,34,35,157.2857337,0,0
"997",533,"Anna Plains",0,"Mandora Marsh"," ",NA,"Mandora Marsh",997,0,-1088697.314,-2164705.535,0,0,158,1,"Natural",22,26,20,33,24,36,39,40,42,50,62,36,24,25,35,16,56,35,25,30,224.0318706,0,0
"999",534,"Anna Plains",0,"Mandorah Marsh"," ",NA,"Mandorah Marsh",999,0,-1082257.457,-2167500.212,0,0,158,1,"Natural",21,28,19,37,24,36,39,42,41,48,62,35,24,25,35,17,56,35,26,30,225.1371191,0,0
"999.1",535,"Anna Plains",0,"Mandora Marsh"," ",NA,"Mandora Marsh",999,0,-1079601.626,-2164516.982,0,0,158,1,"Natural",21,28,19,37,24,36,39,42,41,48,62,35,24,25,35,17,56,35,26,30,221.6237626,0,0
"1496.1",536,"Anna Plains",0," Mannarie Marsh"," ",NA," Mannarie Marsh",1496,0,-1090934.373,-2087658.196,0,0,158,1,"Natural",22,37,23,35,31,43,37,47,46,50,70,40,27,29,45,25,70,40,34,38,151.9706867,0,0
"1335",537,"Nita Downs",0," "," ",NA,"Spring",1335,0,-1039329.055,-2111857.465,0,0,158,1,"Natural",21,34,18,36,21,42,36,44,44,47,68,39,25,26,45,26,70,39,34,39,163.5453554,0,0
"1305",538,"Nita Downs",0," "," ",NA,"Spring",1305,0,-1035005.161,-2118084.257,0,0,158,1,"Natural",21,33,18,38,19,42,36,43,44,47,68,38,25,25,45,26,70,39,35,38,169.5695933,0,0
"1700.1",539,"Frazier Downs",0," "," ",NA," ",1700,0,-1064214.341,-2033095.243,0,0,158,1,"Natural",21,37,21,40,34,42,43,48,46,62,74,46,25,34,47,32,61,41,42,43,91.29811479,0,0
"1627.2",540,"Frazier Downs",0," "," ",NA," ",1627,0,-1075292.503,-2054352.441,0,0,158,1,"Natural",21,39,22,39,32,38,36,45,44,58,70,46,28,36,49,29,59,36,35,42,115.1885701,0,0
"1549.3",541,"Frazier Downs",0," Warreba Spring"," ",NA," Warreba Spring",1549,0,-1086619.323,-2073706.009,0,0,158,1,"Natural",22,40,23,38,32,43,39,49,50,59,73,43,27,31,48,27,67,42,36,43,137.4736288,0,0
"1944",542,"Roebuck",0,"Lake Eda"," ",NA,"Lake Eda",1944,1,-991328.9128,-1945874.203,0,0,158,1,"Natural",43,59,46,61,50,68,58,66,63,75,72,59,43,58,74,51,83,60,58,63,38.40103199,0,0
"1944.1",543,"Roebuck",0,"Lake Eda"," ",NA,"Lake Eda",1944,1,-990250.748,-1945947.357,0,0,158,1,"Natural",43,59,46,61,50,68,58,66,63,75,72,59,43,58,74,51,83,60,58,63,39.47156844,0,0
"472",544,"Wallal Downs",0,"Road bore"," "," ","Road bore",472,0,-1224958.478,-2217977.289,0,1,0,1,"Artificial",21,29,27,30,22,32,33,45,36,49,60,36,22,28,29,17,57,26,34,40,167.0960918,11950.6441377,1789.657020454
"822.2",545,"Wallal Downs",0,"Road bore"," "," ","Road bore",822,0,-1226196.492,-2198562.309,0,1,0,1,"Artificial",17,28,25,29,25,33,34,43,31,49,56,37,18,26,32,18,48,27,32,34,171.1202249,11956.68033735,1795.813944097
"822.3",546,"Wallal Downs",0,"Road bore"," "," ","Road bore",822,0,-1226153.436,-2196703.78,0,1,0,1,"Artificial",17,28,25,29,25,33,34,43,31,49,56,37,18,26,32,18,48,27,32,34,171.7685956,11957.6528934,1796.805951268
"825",547,"Wallal Downs",0,"Road bore"," "," ","Road bore",825,0,-1210484.139,-2193624.577,0,1,0,1,"Artificial",14,28,24,32,24,35,34,44,35,50,59,40,18,26,30,18,49,27,31,33,187.5860181,11981.37902715,1821.006607693
"881",548,"Wallal Downs",0,"Road bore"," "," ","Road bore",881,0,-1196210.924,-2186463.493,0,1,0,1,"Artificial",13,24,18,33,22,35,30,44,33,49,55,39,13,27,32,17,48,25,29,30,203.412779,12005.1191685,1845.22155187
"980.1",549,"Wallal Downs",0,"Road bore"," "," ","Road bore",980,0,-1178796.839,-2177701.063,0,1,0,1,"Artificial",11,23,16,32,20,34,28,39,32,42,51,34,12,22,28,13,46,24,23,27,222.7584589,12034.13768835,1874.820442117
"1843.1",550,"Thangoo",0,"Road bore"," "," ","Road bore",1843,0,-1023208.928,-1991785.196,0,1,0,1,"Artificial",36,48,30,47,44,52,49,65,62,77,79,57,38,47,66,44,85,62,48,53,43.66062429,11765.490936435,1600.8007551637
