ID,LONG,LAT,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009
254,120.5500031,-20.35000038,23,29,25,32,25,43,38,49,42,54,60,38,25,31,37,20,59,25,33,40
255,120.5999985,-20.35000038,22,26,25,33,25,46,38,49,43,53,61,40,25,31,38,21,60,25,34,40
256,120.6500015,-20.35000038,22,27,27,35,25,45,39,47,44,54,62,40,25,31,42,22,60,26,35,40
257,120.6999969,-20.35000038,22,26,28,34,25,45,38,46,44,56,61,40,25,32,42,22,59,28,35,41
258,120.75,-20.35000038,24,26,26,34,24,46,39,46,45,55,60,40,24,31,43,22,55,29,36,41
259,120.8000031,-20.35000038,23,25,24,35,24,46,38,46,46,54,60,40,23,31,41,23,55,31,34,40
260,120.8499985,-20.35000038,22,25,24,33,24,47,37,48,44,53,59,41,24,31,40,25,55,32,34,41
261,120.9000015,-20.35000038,21,24,20,31,24,45,35,49,44,53,58,42,22,31,41,25,55,31,34,40
262,120.9499969,-20.35000038,22,25,18,31,25,46,35,50,43,52,60,41,21,31,41,26,55,31,36,39
263,121,-20.35000038,23,25,16,31,24,46,36,49,44,50,56,41,21,31,41,24,56,30,36,38
264,121.0500031,-20.35000038,23,25,16,31,25,46,38,48,45,49,56,41,20,31,42,25,56,29,33,37
265,121.0999985,-20.35000038,22,24,17,31,25,45,39,47,45,50,56,40,22,31,41,25,57,29,32,36
266,121.1500015,-20.35000038,22,24,18,31,25,46,39,47,46,49,55,40,22,31,41,24,59,30,32,35
267,121.1999969,-20.35000038,22,24,19,29,25,45,39,46,46,48,57,40,23,31,41,25,60,30,31,34
268,121.25,-20.35000038,22,23,19,29,24,45,38,47,47,47,57,39,25,31,40,25,59,30,32,34
269,121.3000031,-20.35000038,22,23,20,30,24,45,37,46,47,47,56,39,27,31,41,26,59,30,32,35
270,121.3499985,-20.35000038,24,24,21,31,25,42,38,47,48,48,59,40,27,33,41,24,61,30,32,36
271,121.4000015,-20.35000038,24,24,21,34,27,45,40,49,46,51,65,44,28,34,43,22,59,31,35,38
272,121.4499969,-20.35000038,25,28,20,39,29,45,41,53,50,55,65,44,29,34,46,22,62,33,37,38
273,121.5,-20.35000038,25,29,23,40,30,47,44,58,51,58,68,44,32,35,46,20,67,36,37,40
274,121.5500031,-20.35000038,23,30,26,41,30,49,45,61,53,61,71,44,35,34,46,21,71,38,37,40
275,121.5999985,-20.35000038,24,30,24,41,33,51,46,62,54,64,72,46,36,35,48,22,73,38,39,41
276,121.6500015,-20.35000038,24,30,25,41,34,52,47,61,53,64,75,47,36,36,50,22,75,38,42,42
277,121.6999969,-20.35000038,24,31,26,43,34,53,46,62,53,64,76,46,36,37,50,23,77,39,41,42
278,121.75,-20.35000038,26,31,25,43,34,53,47,61,52,64,79,47,35,37,51,24,78,39,40,43
279,121.8000031,-20.35000038,26,30,25,43,35,53,47,60,51,65,79,46,36,37,53,24,78,39,40,44
280,121.8499985,-20.35000038,26,32,26,42,38,53,47,62,51,65,79,46,36,38,55,25,77,38,41,44
281,121.9000015,-20.35000038,26,34,26,42,38,53,48,61,51,67,79,46,36,38,55,26,78,37,42,45
282,121.9499969,-20.35000038,24,35,27,42,38,53,49,61,51,67,80,47,37,39,55,27,78,37,41,45
283,122,-20.35000038,24,36,27,44,39,53,48,61,51,68,83,48,39,39,58,28,78,37,42,46
284,122.0500031,-20.35000038,22,36,28,44,38,53,48,62,52,68,84,47,40,39,58,28,78,37,42,45
285,122.0999985,-20.35000038,22,37,27,44,38,52,48,62,54,68,84,47,41,40,58,28,76,38,43,44
286,122.1500015,-20.35000038,23,38,27,43,37,52,48,63,54,68,84,47,41,40,58,29,75,38,43,46
287,122.1999969,-20.35000038,24,40,27,43,37,52,49,63,54,69,84,47,41,40,58,29,75,39,43,47
288,122.25,-20.35000038,24,39,27,43,37,52,49,63,55,69,85,46,41,41,59,28,75,38,44,47
289,122.3000031,-20.35000038,26,38,28,43,38,53,49,62,55,69,85,46,40,40,60,28,75,38,44,47
290,122.3499985,-20.35000038,26,38,27,43,39,53,49,61,56,69,84,46,40,40,59,28,76,39,44,46
291,122.4000015,-20.35000038,26,37,28,43,39,54,49,61,55,70,84,46,40,39,60,29,76,39,45,46
292,122.4499969,-20.35000038,27,38,28,41,39,55,49,61,55,70,84,46,39,38,61,29,77,39,45,45
293,122.5,-20.35000038,27,37,28,39,40,55,48,61,55,70,84,46,39,38,61,29,76,39,45,46
294,122.5500031,-20.35000038,27,38,28,40,38,56,47,62,55,70,82,46,39,37,60,30,76,40,47,46
295,122.5999985,-20.35000038,28,39,26,40,37,56,47,61,56,71,81,46,38,37,60,30,76,40,47,46
296,122.6500015,-20.35000038,27,39,26,38,37,56,46,61,55,69,77,46,36,36,56,30,75,40,48,45
297,122.6999969,-20.35000038,26,39,24,38,35,53,43,61,53,64,76,45,35,35,52,29,74,40,46,45
298,122.75,-20.35000038,25,38,23,38,31,51,41,61,52,62,74,44,35,32,50,27,73,38,45,45
299,122.8000031,-20.35000038,24,36,20,37,30,50,40,59,51,60,71,43,32,30,49,26,71,37,42,44
300,122.8499985,-20.35000038,24,34,19,37,29,48,40,57,49,58,66,43,30,30,49,25,67,34,41,41
301,119.1500015,-20.29999924,18,23,23,31,19,40,30,38,26,36,50,32,17,22,25,19,51,27,34,37
302,119.1999969,-20.29999924,22,22,22,30,18,31,28,37,26,35,47,32,18,22,27,19,51,28,34,37
303,119.25,-20.29999924,20,22,21,31,18,29,26,31,25,37,48,30,18,20,26,19,52,29,33,37
304,119.3000031,-20.29999924,19,21,22,32,20,28,28,34,27,38,50,30,18,20,28,18,52,27,34,38
305,119.3499985,-20.29999924,19,20,23,32,21,27,27,36,28,40,51,29,18,20,28,18,52,29,33,39
306,119.4000015,-20.29999924,19,20,21,35,23,30,27,35,27,43,49,30,20,20,28,18,52,27,32,41
307,119.4499969,-20.29999924,20,20,22,35,25,32,26,36,27,43,56,31,20,22,27,18,53,26,34,41
308,119.5,-20.29999924,19,20,21,36,24,32,26,40,28,48,62,34,19,23,25,19,52,25,35,40
309,119.5500031,-20.29999924,21,21,22,34,24,31,27,44,27,49,65,38,19,25,25,20,52,27,36,40
310,119.5999985,-20.29999924,21,25,26,33,24,33,30,46,29,51,64,40,21,25,26,20,50,30,36,37
311,119.6500015,-20.29999924,21,25,27,33,27,36,33,47,30,50,65,42,21,26,28,20,49,30,36,36
312,119.6999969,-20.29999924,21,25,31,33,27,36,33,48,30,51,66,42,23,27,28,21,50,30,37,35
313,119.75,-20.29999924,23,27,30,33,27,37,32,51,29,51,63,41,23,27,29,21,51,30,36,34
314,119.8000031,-20.29999924,21,28,30,32,26,36,33,51,31,53,59,40,23,28,30,21,50,32,35,33
315,119.8499985,-20.29999924,20,27,32,32,25,34,32,53,32,52,58,39,21,28,30,20,51,31,34,30
316,119.9000015,-20.29999924,19,27,31,32,25,33,33,54,34,52,59,36,19,27,31,18,51,31,34,31
317,119.9499969,-20.29999924,21,30,32,32,25,32,34,52,35,50,59,36,20,26,29,18,50,30,35,33
318,120,-20.29999924,21,30,31,31,24,30,33,52,34,50,61,36,20,27,30,17,54,29,35,35
319,120.0500031,-20.29999924,21,30,32,31,24,30,33,51,33,49,60,36,20,26,31,16,53,28,35,38
320,120.0999985,-20.29999924,21,29,30,31,23,32,33,49,33,51,62,35,20,27,30,16,55,28,34,38
321,120.1500015,-20.29999924,23,29,29,32,24,31,33,49,35,50,62,35,20,28,29,17,56,27,34,39
322,120.1999969,-20.29999924,22,30,27,31,23,32,32,49,35,48,61,35,20,28,29,18,57,27,35,40
323,120.25,-20.29999924,22,30,26,31,20,33,33,48,36,48,59,37,22,29,29,18,56,25,33,39
324,120.3000031,-20.29999924,22,31,27,30,19,34,34,48,40,49,59,39,23,30,32,19,57,25,36,37
325,120.3499985,-20.29999924,20,32,26,32,22,38,35,47,42,49,59,39,24,31,32,19,54,24,33,40
326,120.4000015,-20.29999924,20,30,26,32,24,39,35,48,43,49,58,37,24,30,34,19,56,23,33,38
327,120.4499969,-20.29999924,20,31,26,33,25,43,36,47,42,52,60,37,24,30,35,20,57,24,33,38
328,120.5,-20.29999924,21,30,24,33,25,45,37,50,42,53,60,38,23,31,35,20,58,23,34,39
329,120.5500031,-20.29999924,22,29,24,33,26,46,38,49,43,51,60,39,25,31,38,20,59,23,34,39
330,120.5999985,-20.29999924,20,27,23,35,27,46,38,48,44,52,60,40,25,31,40,21,60,24,32,41
331,120.6500015,-20.29999924,21,27,27,34,27,46,37,48,43,55,61,41,25,31,39,21,59,26,32,40
332,120.6999969,-20.29999924,21,27,26,35,27,46,38,46,44,55,60,41,26,30,40,21,57,27,34,40
333,120.75,-20.29999924,20,27,26,35,27,46,39,45,45,55,58,41,25,30,42,22,57,29,34,41
334,120.8000031,-20.29999924,21,27,24,36,27,47,38,44,45,55,60,42,24,30,42,22,56,30,34,40
335,120.8499985,-20.29999924,20,26,23,35,27,47,37,47,44,54,60,42,23,31,43,24,55,31,34,40
336,120.9000015,-20.29999924,19,25,22,35,25,45,35,48,44,53,60,41,23,31,42,22,56,31,35,39
337,120.9499969,-20.29999924,20,25,21,35,24,45,37,47,44,52,60,41,23,31,40,21,55,31,35,40
338,121,-20.29999924,20,25,20,33,23,45,37,47,45,50,58,40,23,31,40,20,54,31,35,40
339,121.0500031,-20.29999924,21,25,18,33,23,45,37,46,46,49,55,40,22,31,41,19,55,30,33,38
340,121.0999985,-20.29999924,20,24,18,33,24,45,37,46,47,50,57,40,22,31,40,20,56,30,31,36
341,121.1500015,-20.29999924,20,24,20,32,24,44,38,45,48,49,57,40,22,31,40,21,57,30,31,35
342,121.1999969,-20.29999924,20,24,20,30,24,44,38,44,48,47,56,40,23,31,39,23,57,29,31,34
343,121.25,-20.29999924,21,23,20,31,24,44,38,45,48,48,58,39,23,31,39,23,57,30,31,33
344,121.3000031,-20.29999924,23,24,20,31,25,42,39,44,49,48,57,39,24,30,39,22,57,30,31,35
345,121.3499985,-20.29999924,24,24,22,32,25,42,38,44,48,47,61,42,26,30,39,22,58,30,33,36
346,121.4000015,-20.29999924,24,26,22,34,26,44,39,46,50,51,65,43,26,30,42,22,57,31,35,38
347,121.4499969,-20.29999924,24,27,24,39,29,45,39,52,52,54,66,44,28,32,45,20,63,34,36,39
348,121.5,-20.29999924,24,29,25,41,30,47,44,56,50,57,68,44,29,33,47,20,66,36,38,39
349,121.5500031,-20.29999924,24,30,23,41,32,49,46,59,52,60,71,45,33,33,47,21,70,37,37,41
350,121.5999985,-20.29999924,28,30,24,41,33,50,46,58,52,62,71,44,34,34,47,21,72,36,38,40
351,121.6500015,-20.29999924,27,30,23,41,33,52,45,60,52,64,74,45,34,36,50,22,72,39,39,40
352,121.6999969,-20.29999924,26,33,22,41,34,53,45,59,51,64,78,46,36,36,50,23,75,39,40,42
353,121.75,-20.29999924,26,34,23,41,36,53,46,58,51,65,78,47,36,38,51,24,76,39,40,44
354,121.8000031,-20.29999924,26,34,24,41,37,52,46,58,52,66,79,46,36,38,51,24,76,39,41,44
355,121.8499985,-20.29999924,25,33,26,41,38,52,46,58,53,66,79,45,37,39,52,25,77,38,40,44
356,121.9000015,-20.29999924,24,33,28,41,39,52,46,59,53,67,81,45,37,39,52,26,77,38,41,44
357,121.9499969,-20.29999924,23,35,27,42,38,52,46,60,53,67,81,45,37,39,54,27,78,37,41,44
358,122,-20.29999924,22,35,27,42,38,52,45,59,52,69,82,46,37,39,55,27,77,37,40,45
359,122.0500031,-20.29999924,22,37,28,44,37,52,45,61,52,69,82,46,39,40,55,28,77,38,41,44
360,122.0999985,-20.29999924,22,38,29,44,37,52,45,61,52,69,85,47,40,40,58,29,76,38,40,44
361,122.1500015,-20.29999924,22,38,30,43,38,52,45,61,53,69,85,47,41,40,58,29,77,38,41,44
362,122.1999969,-20.29999924,22,39,30,43,38,52,46,61,54,69,85,47,41,40,58,29,77,39,42,45
363,122.25,-20.29999924,23,38,30,44,39,52,46,61,54,68,86,47,41,40,58,28,77,39,43,45
364,122.3000031,-20.29999924,23,37,30,44,39,52,47,60,53,68,86,46,41,40,58,28,79,39,43,46
365,122.3499985,-20.29999924,24,37,28,44,38,53,47,60,54,69,86,46,39,40,58,31,78,39,43,47
366,122.4000015,-20.29999924,24,37,28,44,39,53,47,60,54,69,85,46,39,40,59,32,78,40,43,46
367,122.4499969,-20.29999924,25,36,28,43,38,54,46,60,54,71,85,47,39,39,59,32,78,41,43,47
368,122.5,-20.29999924,26,37,28,42,39,55,46,60,55,72,85,47,39,39,60,33,79,41,45,47
369,122.5500031,-20.29999924,26,37,28,41,37,56,46,60,55,70,86,46,39,38,60,33,78,40,45,47
370,122.5999985,-20.29999924,27,39,27,40,37,56,45,60,56,71,84,46,39,39,60,33,78,40,45,47
371,122.6500015,-20.29999924,27,38,26,39,36,56,44,60,57,70,81,46,38,39,58,33,77,40,46,46
372,122.6999969,-20.29999924,27,38,26,39,35,55,45,60,54,68,79,45,37,37,55,32,76,40,45,46
373,122.75,-20.29999924,25,39,24,40,33,52,45,60,52,63,77,45,36,36,54,30,77,41,45,47
374,122.8000031,-20.29999924,24,39,23,39,32,51,45,59,52,60,74,45,32,34,50,28,76,39,45,44
375,122.8499985,-20.29999924,23,36,19,39,30,50,43,57,52,58,70,43,30,31,49,27,71,38,44,42
376,119.1500015,-20.25,20,21,23,32,19,40,30,39,25,41,51,30,17,20,26,19,50,28,34,37
377,119.1999969,-20.25,21,22,22,30,18,31,24,36,25,36,47,30,18,20,27,20,52,27,33,37
378,119.25,-20.25,20,21,21,30,18,27,24,34,24,38,48,29,18,19,28,18,52,27,35,38
379,119.3000031,-20.25,19,20,21,31,20,29,25,34,25,40,48,29,18,19,27,17,52,27,32,39
380,119.3499985,-20.25,19,20,23,34,22,29,25,35,25,43,48,29,19,19,27,17,51,28,32,40
381,119.4000015,-20.25,19,20,21,34,22,31,23,35,26,44,51,29,19,20,27,18,52,27,31,41
382,119.4499969,-20.25,20,20,22,35,24,31,23,37,26,47,55,31,20,23,26,18,51,26,31,41
383,119.5,-20.25,19,20,21,36,24,32,24,39,25,48,58,35,19,23,26,18,51,25,33,40
384,119.5500031,-20.25,20,20,21,34,25,30,24,41,26,49,63,39,19,25,25,19,50,25,34,38
385,119.5999985,-20.25,21,24,22,33,25,34,25,44,27,49,64,42,21,26,25,19,51,27,35,37
386,119.6500015,-20.25,20,25,25,34,26,35,29,46,29,49,62,40,22,27,27,21,49,29,35,34
387,119.6999969,-20.25,21,24,28,33,28,35,33,48,27,50,62,41,21,28,29,20,47,30,34,33
388,119.75,-20.25,22,26,29,35,28,36,33,48,28,51,60,40,23,27,28,22,48,31,33,31
389,119.8000031,-20.25,21,26,28,34,27,35,32,49,28,51,58,39,21,27,28,20,47,29,34,33
390,119.8499985,-20.25,20,27,28,33,27,32,33,50,31,52,58,36,19,28,30,18,46,30,34,30
391,119.9000015,-20.25,20,27,30,33,26,33,33,52,33,51,58,36,19,28,30,17,49,31,34,32
392,119.9499969,-20.25,19,28,30,31,26,32,33,51,34,51,59,36,19,26,30,17,51,30,34,33
393,120,-20.25,21,28,30,31,24,30,32,49,34,49,60,36,20,27,30,17,52,29,35,34
394,120.0500031,-20.25,21,28,31,31,24,31,32,49,34,50,63,36,20,27,29,17,54,28,35,37
395,120.0999985,-20.25,21,28,31,31,23,31,33,46,35,50,63,35,21,27,28,17,56,27,34,40
396,120.1500015,-20.25,21,29,30,31,23,32,33,47,34,50,61,34,21,27,28,17,55,27,35,40
397,120.1999969,-20.25,21,28,28,31,22,32,33,46,36,49,60,35,22,28,28,17,57,26,34,41
398,120.25,-20.25,20,28,28,30,21,33,33,46,37,48,59,36,22,28,29,18,57,26,35,39
399,120.3000031,-20.25,20,31,27,29,21,35,34,48,39,49,59,37,23,28,30,18,57,25,34,38
400,120.3499985,-20.25,19,32,25,31,21,37,35,48,40,49,58,38,23,29,31,19,55,24,33,38
401,120.4000015,-20.25,19,30,25,32,26,39,35,49,43,51,57,37,23,31,33,21,56,23,33,36
402,120.4499969,-20.25,19,30,24,33,27,42,37,49,43,50,59,38,22,30,35,20,57,22,33,36
403,120.5,-20.25,19,31,25,33,27,43,38,49,43,51,59,39,23,31,36,20,58,23,34,37
404,120.5500031,-20.25,23,29,24,35,27,46,38,50,44,51,61,39,23,31,37,21,59,23,33,39
405,120.5999985,-20.25,21,30,22,34,28,44,38,49,43,52,59,40,25,31,39,21,58,25,32,38
406,120.6500015,-20.25,21,30,22,35,29,45,38,48,43,53,59,40,25,30,39,21,57,27,32,38
407,120.6999969,-20.25,20,30,22,35,29,46,39,45,44,54,61,41,25,30,41,21,56,28,33,39
408,120.75,-20.25,20,30,27,36,29,46,41,44,44,54,60,43,24,30,41,22,57,28,31,38
409,120.8000031,-20.25,19,29,26,36,28,47,40,44,43,53,60,42,23,30,42,22,56,30,33,38
410,120.8499985,-20.25,18,28,25,36,28,47,41,46,43,53,59,42,23,30,42,21,57,32,34,40
411,120.9000015,-20.25,19,27,22,36,27,45,39,45,44,50,59,42,22,30,42,20,55,32,34,39
412,120.9499969,-20.25,18,26,21,34,26,44,38,46,45,50,58,42,22,30,42,19,54,31,35,39
413,121,-20.25,19,26,22,35,24,44,38,47,45,50,57,41,22,30,41,18,54,30,35,39
414,121.0500031,-20.25,19,24,20,36,23,46,38,47,46,48,58,41,21,30,43,17,54,30,33,37
415,121.0999985,-20.25,18,24,20,35,23,46,36,46,46,48,57,41,21,30,41,19,56,29,32,35
416,121.1500015,-20.25,19,24,20,34,23,45,37,46,47,50,57,41,22,30,40,21,56,30,31,35
417,121.1999969,-20.25,21,24,19,34,24,45,37,45,48,48,57,41,22,29,40,20,57,30,31,33
418,121.25,-20.25,21,25,19,33,24,45,38,44,47,48,59,40,23,28,41,20,55,30,32,32
419,121.3000031,-20.25,23,24,21,33,24,44,38,44,48,47,59,40,22,29,42,20,56,30,32,33
420,121.3499985,-20.25,23,25,21,33,25,44,37,44,48,47,62,43,22,29,42,20,56,31,32,31
421,121.4000015,-20.25,22,27,21,36,26,44,38,46,49,50,64,43,23,29,44,21,57,32,33,32
422,121.4499969,-20.25,24,27,23,39,30,46,40,50,51,54,66,42,25,29,44,21,60,33,34,38
423,121.5,-20.25,25,29,23,41,31,48,44,51,52,58,68,43,27,31,44,21,63,36,35,40
424,121.5500031,-20.25,27,30,23,41,32,49,45,54,52,60,71,44,30,33,44,20,67,36,37,39
425,121.5999985,-20.25,28,32,20,41,33,50,46,56,51,62,73,44,33,34,47,21,70,37,35,40
426,121.6500015,-20.25,29,32,21,41,34,51,45,56,53,63,73,44,34,35,50,21,71,38,38,40
427,121.6999969,-20.25,26,34,22,41,35,52,44,57,53,63,75,45,34,37,48,23,72,39,39,43
428,121.75,-20.25,25,34,24,41,35,52,44,55,52,65,76,46,35,37,49,23,75,38,39,43
429,121.8000031,-20.25,24,34,23,41,38,52,44,55,52,66,79,44,35,38,49,24,78,38,39,43
430,121.8499985,-20.25,23,32,25,41,38,52,45,55,52,66,80,44,36,39,50,25,78,38,39,43
431,121.9000015,-20.25,23,35,26,41,37,51,45,56,53,67,81,45,36,39,51,26,78,38,40,45
432,121.9499969,-20.25,23,35,28,41,37,51,45,56,53,67,81,45,37,40,51,27,78,36,41,46
433,122,-20.25,22,37,29,42,37,51,44,58,52,67,83,45,39,40,54,28,79,38,41,46
434,122.0500031,-20.25,22,37,30,42,38,51,45,58,52,68,83,46,39,39,55,28,78,39,40,45
435,122.0999985,-20.25,22,37,31,42,39,52,45,59,52,68,84,46,39,38,56,28,78,39,40,44
436,122.1500015,-20.25,22,36,30,44,39,52,45,60,52,67,84,47,40,40,56,28,78,39,40,44
437,122.1999969,-20.25,21,36,30,43,39,53,45,59,52,68,86,47,41,39,57,31,79,39,40,44
438,122.25,-20.25,21,36,30,47,39,53,45,59,52,68,87,47,41,40,58,31,79,39,40,44
439,122.3000031,-20.25,21,36,30,47,38,53,45,60,53,67,87,46,41,40,59,32,79,40,40,45
440,122.3499985,-20.25,21,35,29,47,39,53,45,60,53,68,87,46,41,39,61,32,80,40,40,46
441,122.4000015,-20.25,23,36,29,46,39,53,46,60,56,68,87,48,39,39,61,32,79,41,42,46
442,122.4499969,-20.25,23,37,29,45,39,54,45,61,57,68,88,48,40,39,61,33,78,41,44,47
443,122.5,-20.25,24,38,29,42,38,54,45,61,57,70,87,48,40,40,59,33,78,40,44,47
444,122.5500031,-20.25,24,38,28,40,38,55,45,61,57,68,87,48,41,39,61,34,77,39,46,47
445,122.5999985,-20.25,25,38,27,40,37,55,44,61,57,69,86,47,41,39,60,33,76,39,45,48
446,122.6500015,-20.25,26,38,27,41,37,55,45,61,58,70,83,46,40,39,60,32,78,40,46,48
447,122.6999969,-20.25,28,41,27,41,37,54,45,61,59,68,82,45,38,39,60,31,79,41,47,46
448,122.75,-20.25,28,40,24,41,35,54,46,60,55,65,78,45,36,35,58,31,80,41,49,45
449,122.8000031,-20.25,25,43,24,41,34,51,46,59,54,62,76,45,32,34,55,31,78,42,48,44
450,122.8499985,-20.25,24,43,22,41,34,50,46,59,53,61,75,45,31,30,52,28,78,38,46,43
451,119.1500015,-20.20000076,20,20,23,33,20,40,29,39,25,41,56,32,17,20,26,19,51,27,33,37
452,119.1999969,-20.20000076,21,20,22,32,20,36,26,36,23,40,54,30,17,19,28,19,52,27,34,37
453,119.25,-20.20000076,20,20,21,31,20,30,25,35,25,41,50,29,17,19,28,17,53,28,33,38
454,119.3000031,-20.20000076,19,20,22,32,21,32,25,35,24,42,49,30,18,19,27,17,52,27,31,38
455,119.3499985,-20.20000076,19,20,22,33,21,31,24,34,24,44,49,29,18,19,26,18,52,26,31,40
456,119.4000015,-20.20000076,19,20,21,34,22,31,23,34,25,45,52,30,18,21,26,18,51,25,31,41
457,119.4499969,-20.20000076,20,20,22,36,23,31,24,36,25,48,55,32,19,21,25,18,51,26,30,41
458,119.5,-20.20000076,19,20,20,36,25,31,23,39,25,48,55,34,19,22,26,18,51,25,30,38
459,119.5500031,-20.20000076,20,20,20,34,25,30,22,41,26,47,59,36,19,24,25,18,50,25,32,35
460,119.5999985,-20.20000076,21,22,20,35,25,34,27,42,28,48,59,38,18,26,25,19,47,26,32,35
461,119.6500015,-20.20000076,20,24,25,35,25,34,28,45,28,48,59,37,19,27,26,21,48,27,31,34
462,119.6999969,-20.20000076,20,24,28,34,27,33,30,45,27,49,60,38,18,27,28,19,45,28,32,30
463,119.75,-20.20000076,21,25,29,34,27,34,31,46,26,50,57,38,19,27,28,20,45,29,32,30
464,119.8000031,-20.20000076,21,25,26,34,28,32,31,47,28,50,58,37,19,26,28,20,45,29,33,31
465,119.8499985,-20.20000076,20,26,28,34,26,33,32,50,29,51,57,37,18,26,29,18,43,26,33,31
466,119.9000015,-20.20000076,20,26,28,33,25,33,32,50,32,50,58,38,18,27,30,18,44,26,34,32
467,119.9499969,-20.20000076,19,27,29,33,25,33,32,49,32,49,59,37,18,27,29,17,49,27,34,32
468,120,-20.20000076,19,27,28,33,25,32,33,48,33,49,61,36,18,28,29,17,51,27,34,33
469,120.0500031,-20.20000076,20,27,28,31,24,31,33,48,35,49,62,37,20,28,28,18,51,28,35,37
470,120.0999985,-20.20000076,21,27,29,31,23,32,32,47,35,47,62,37,21,27,28,18,53,27,36,42
471,120.1500015,-20.20000076,21,27,29,30,22,32,33,47,36,47,60,36,22,28,28,17,55,27,35,41
472,120.1999969,-20.20000076,21,29,27,30,22,32,33,45,36,49,60,36,22,28,29,17,57,26,34,40
473,120.25,-20.20000076,20,29,27,30,22,32,33,47,37,46,59,36,22,28,31,18,55,26,34,39
474,120.3000031,-20.20000076,18,30,26,29,21,35,33,47,39,47,58,37,22,28,31,18,56,26,34,39
475,120.3499985,-20.20000076,17,31,25,29,23,37,35,51,40,49,58,37,23,28,33,20,56,26,34,38
476,120.4000015,-20.20000076,17,30,25,32,25,41,37,49,43,50,58,37,21,29,33,20,56,23,32,36
477,120.4499969,-20.20000076,18,30,24,32,28,42,37,49,44,49,59,39,22,30,33,20,56,23,32,36
478,120.5,-20.20000076,19,31,24,34,28,45,37,49,44,50,58,39,22,30,35,20,57,23,33,37
479,120.5500031,-20.20000076,18,32,23,35,28,44,38,49,43,51,60,40,23,31,36,21,57,25,32,37
480,120.5999985,-20.20000076,17,31,22,35,28,44,39,49,43,52,61,41,24,30,38,21,57,28,33,37
481,120.6500015,-20.20000076,20,32,23,35,27,44,38,48,44,52,61,42,24,30,38,22,56,28,33,38
482,120.6999969,-20.20000076,20,30,23,36,28,44,38,46,44,54,60,41,24,30,39,22,55,29,32,38
483,120.75,-20.20000076,20,30,23,36,28,44,39,44,43,54,60,41,24,30,39,22,55,28,32,37
484,120.8000031,-20.20000076,19,29,22,36,29,44,41,43,43,54,60,41,22,30,39,22,55,30,32,38
485,120.8499985,-20.20000076,19,28,23,35,29,43,39,44,44,54,59,41,22,30,39,20,56,32,32,38
486,120.9000015,-20.20000076,18,27,23,36,28,43,39,44,44,51,58,41,21,30,39,19,56,31,32,38
487,120.9499969,-20.20000076,17,27,22,37,26,44,39,44,44,49,58,40,21,30,40,19,54,30,32,38
488,121,-20.20000076,17,27,21,37,25,44,38,44,45,49,58,40,21,30,38,17,54,30,32,37
489,121.0500031,-20.20000076,17,26,20,37,24,44,37,45,45,48,57,41,20,30,38,20,55,31,30,36
490,121.0999985,-20.20000076,17,24,20,36,24,43,37,45,45,49,57,41,21,29,39,20,55,30,30,36
491,121.1500015,-20.20000076,19,23,20,35,24,44,37,44,47,50,58,41,21,29,39,20,54,30,30,33
492,121.1999969,-20.20000076,20,24,20,35,24,44,36,42,47,49,60,40,20,28,40,20,55,30,31,33
493,121.25,-20.20000076,22,25,20,33,24,44,37,41,47,48,62,39,21,29,40,20,56,30,30,29
494,121.3000031,-20.20000076,21,25,21,34,24,43,39,41,47,48,61,41,21,28,41,22,56,31,29,30
495,121.3499985,-20.20000076,21,26,21,33,24,43,38,42,48,49,62,42,22,28,41,21,56,32,29,28
496,121.4000015,-20.20000076,23,26,20,36,26,44,38,46,47,49,64,42,22,28,43,21,57,31,30,28
497,121.4499969,-20.20000076,25,26,21,39,30,46,41,47,49,51,66,42,23,28,43,20,60,31,31,32
498,121.5,-20.20000076,26,31,20,40,31,48,41,50,52,59,69,42,25,29,43,21,62,32,32,36
499,121.5500031,-20.20000076,27,32,21,41,34,49,44,50,54,61,72,43,28,33,43,21,65,37,32,38
500,121.5999985,-20.20000076,28,32,21,41,33,49,44,53,53,61,73,43,31,33,43,21,71,37,36,38
501,121.6500015,-20.20000076,27,32,20,41,35,50,44,53,52,62,73,43,33,34,45,21,73,37,39,39
502,121.6999969,-20.20000076,27,34,23,41,33,50,44,55,52,63,74,44,34,34,46,22,73,36,39,42
503,121.75,-20.20000076,24,33,23,41,34,51,44,55,52,64,75,44,35,35,47,22,75,37,39,42
504,121.8000031,-20.20000076,24,33,24,41,36,51,44,55,52,65,77,44,35,35,47,23,76,37,39,43
505,121.8499985,-20.20000076,23,34,25,41,36,51,45,56,52,64,79,44,35,37,49,24,76,38,40,45
506,121.9000015,-20.20000076,23,35,26,41,37,51,45,56,52,66,80,45,35,39,51,27,77,39,41,45
507,121.9499969,-20.20000076,22,37,27,42,37,51,45,57,51,67,80,45,37,39,51,27,79,40,41,45
508,122,-20.20000076,21,37,28,41,39,51,44,57,51,68,82,45,37,38,52,27,79,39,41,44
509,122.0500031,-20.20000076,21,36,31,42,39,51,44,57,51,68,84,45,38,39,52,28,78,39,40,43
510,122.0999985,-20.20000076,21,36,31,43,39,52,44,58,52,68,84,46,38,38,55,29,78,39,40,43
511,122.1500015,-20.20000076,21,36,30,46,39,52,44,57,52,67,85,46,38,38,56,31,80,39,40,43
