ID,LONG,LAT,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009
1041,121.5500031,-19.75,22,26,19,34,24,36,38,38,42,49,63,35,24,25,35,18,55,35,25,30
1042,121.5999985,-19.75,21,28,19,37,24,36,40,40,41,49,62,35,24,25,35,17,55,35,26,30
1043,121.6500015,-19.75,20,27,19,35,24,36,39,40,41,48,62,35,25,25,36,16,56,35,27,31
1044,121.6999969,-19.75,21,27,19,36,23,37,37,41,41,47,61,33,25,25,36,16,56,35,28,32
1045,121.75,-19.75,22,26,18,37,23,36,36,41,42,47,62,31,24,23,38,15,58,35,29,33
1046,121.8000031,-19.75,23,28,17,37,24,37,37,40,42,48,63,30,24,23,40,15,58,35,29,32
1047,121.8499985,-19.75,23,27,17,37,25,37,36,40,40,46,62,30,24,23,41,17,60,35,28,34
1048,121.9000015,-19.75,22,27,16,37,26,37,37,41,40,45,64,30,24,22,41,17,60,35,26,35
1049,121.9499969,-19.75,22,28,16,37,26,38,36,43,40,45,64,31,24,26,42,16,60,36,26,35
1050,122,-19.75,22,28,17,38,27,38,35,42,42,45,65,32,24,27,43,18,59,36,28,36
1051,122.0500031,-19.75,22,28,17,38,31,41,35,44,42,46,69,37,24,28,42,20,62,36,29,39
1052,122.0999985,-19.75,22,30,18,38,35,41,35,47,42,48,69,42,27,34,48,22,64,37,31,39
1053,122.1500015,-19.75,22,32,19,40,35,42,36,47,44,52,72,43,28,38,50,27,68,40,35,39
1054,122.1999969,-19.75,22,35,21,40,35,45,37,49,45,53,74,46,29,38,53,33,71,41,37,40
1055,122.25,-19.75,21,35,22,41,36,46,38,51,47,59,75,46,29,38,54,36,73,42,39,42
1056,122.3000031,-19.75,24,38,22,42,39,48,40,52,51,61,76,47,30,39,56,36,79,44,41,43
1057,122.3499985,-19.75,26,40,23,42,40,49,44,53,50,62,78,49,32,39,57,37,79,44,42,44
1058,122.4000015,-19.75,26,42,23,43,41,50,45,55,51,63,79,50,33,39,57,38,81,47,43,44
1059,122.4499969,-19.75,26,42,23,42,41,52,46,54,52,67,79,52,33,41,60,38,79,48,45,45
1060,122.5,-19.75,29,44,24,42,42,52,46,57,54,68,82,53,33,40,61,38,81,50,47,45
1061,122.5500031,-19.75,30,49,26,42,42,53,47,58,54,67,83,55,37,42,61,38,85,50,49,46
1062,122.5999985,-19.75,30,50,27,42,42,54,50,59,54,68,83,56,37,41,63,39,84,50,54,46
1063,122.6500015,-19.75,30,51,27,43,42,57,51,59,54,70,83,59,41,41,63,40,85,50,54,46
1064,122.6999969,-19.75,31,50,28,46,43,58,52,63,56,71,83,59,42,42,68,39,86,51,54,45
1065,122.75,-19.75,29,51,30,46,45,59,52,65,57,71,83,61,44,43,69,41,87,51,56,48
1066,122.8000031,-19.75,29,53,30,46,45,60,53,67,58,71,85,61,45,45,69,41,89,51,59,47
1067,122.8499985,-19.75,31,53,31,46,45,60,53,70,57,71,86,61,45,47,68,42,92,52,59,49
1068,120.8000031,-19.70000076,15,23,17,29,22,32,28,36,34,43,55,34,12,22,29,15,46,24,23,25
1069,120.8499985,-19.70000076,16,24,18,28,22,33,29,39,35,44,57,35,12,22,30,17,47,25,24,25
1070,120.9000015,-19.70000076,17,25,18,30,21,33,29,40,36,46,59,35,13,22,34,18,49,26,24,26
1071,120.9499969,-19.70000076,17,24,20,32,22,35,30,42,40,48,59,34,13,22,32,18,49,26,24,26
1072,121,-19.70000076,18,27,19,32,20,35,35,43,43,48,60,36,14,22,32,18,50,27,24,27
1073,121.0500031,-19.70000076,19,28,20,32,21,37,35,43,44,51,61,36,14,23,33,17,52,29,25,25
1074,121.0999985,-19.70000076,20,27,20,32,21,38,35,42,44,53,64,36,15,23,33,17,53,29,24,24
1075,121.1500015,-19.70000076,20,27,21,32,23,38,35,41,44,52,64,36,16,23,33,17,56,29,25,25
1076,121.1999969,-19.70000076,20,26,23,31,26,38,35,40,44,50,65,36,18,23,33,16,55,31,23,27
1077,121.25,-19.70000076,21,26,23,31,26,37,37,41,43,50,66,36,18,23,32,15,55,32,22,27
1078,121.3000031,-19.70000076,22,27,23,32,24,35,37,42,43,51,66,36,19,23,33,16,54,32,23,28
1079,121.3499985,-19.70000076,23,27,23,31,24,37,37,41,42,51,65,36,21,24,34,16,54,33,22,28
1080,121.4000015,-19.70000076,23,27,23,33,23,37,37,41,42,51,64,35,22,24,35,17,54,34,23,29
1081,121.4499969,-19.70000076,22,27,21,34,24,36,38,40,41,50,63,36,24,24,35,18,55,34,24,30
1082,121.5,-19.70000076,22,26,20,34,24,35,37,39,42,49,63,36,24,25,34,18,55,35,24,31
1083,121.5500031,-19.70000076,21,28,19,35,24,36,38,39,41,49,63,35,25,25,35,17,56,35,27,31
1084,121.5999985,-19.70000076,20,28,19,36,22,36,39,38,41,48,62,35,25,25,36,16,55,35,27,31
1085,121.6500015,-19.70000076,21,27,19,36,22,36,38,38,41,47,62,35,25,25,38,17,55,36,28,32
1086,121.6999969,-19.70000076,22,26,18,37,21,36,37,39,42,47,63,31,24,24,38,15,57,35,29,33
1087,121.75,-19.70000076,23,28,17,37,22,37,37,39,42,48,63,31,24,23,41,15,59,35,30,33
1088,121.8000031,-19.70000076,23,27,17,37,23,37,36,40,40,46,63,30,24,23,41,16,61,35,28,34
1089,121.8499985,-19.70000076,22,27,16,37,23,37,37,41,40,45,64,30,24,22,41,17,60,35,26,35
1090,121.9000015,-19.70000076,22,28,16,38,24,38,36,41,41,45,64,30,24,22,41,17,61,36,26,35
1091,121.9499969,-19.70000076,22,28,17,38,25,38,36,41,42,45,63,30,24,23,42,17,60,36,26,35
1092,122,-19.70000076,22,28,17,38,26,39,35,41,42,45,63,30,24,27,43,18,62,36,25,36
1093,122.0500031,-19.70000076,22,29,17,38,26,39,36,41,42,46,65,33,24,27,43,20,64,37,27,38
1094,122.0999985,-19.70000076,22,30,18,38,29,41,35,43,43,47,68,41,25,31,46,22,64,38,31,39
1095,122.1500015,-19.70000076,22,31,18,39,35,42,37,46,43,49,70,41,28,37,49,27,66,38,33,39
1096,122.1999969,-19.70000076,22,32,19,40,35,43,38,45,44,50,74,45,29,37,52,32,70,40,37,40
1097,122.25,-19.70000076,21,33,21,40,37,46,39,48,46,54,74,45,30,39,54,36,71,41,38,43
1098,122.3000031,-19.70000076,23,36,22,42,39,47,41,50,49,57,76,47,30,39,56,35,78,45,40,43
1099,122.3499985,-19.70000076,26,39,22,42,40,49,43,51,50,61,78,48,32,39,56,38,79,47,42,43
1100,122.4000015,-19.70000076,26,42,22,42,41,51,45,54,52,65,78,50,33,40,57,38,80,47,44,44
1101,122.4499969,-19.70000076,28,43,23,42,41,52,46,56,53,66,79,52,35,41,59,39,79,48,46,45
1102,122.5,-19.70000076,29,47,25,41,42,52,48,58,54,67,83,53,37,41,60,39,84,50,50,46
1103,122.5500031,-19.70000076,30,51,26,42,42,53,49,59,54,68,83,54,38,41,60,38,85,50,51,46
1104,122.5999985,-19.70000076,31,50,27,42,42,55,51,59,54,70,83,56,38,41,62,40,85,50,54,47
1105,122.6500015,-19.70000076,31,52,28,44,42,58,52,62,56,71,83,59,42,42,65,40,85,50,54,46
1106,122.6999969,-19.70000076,31,51,28,45,43,59,52,64,57,71,82,61,43,43,67,40,86,51,55,46
1107,122.75,-19.70000076,30,52,30,45,45,59,53,64,57,71,84,61,45,46,68,42,88,51,59,49
1108,122.8000031,-19.70000076,30,52,30,46,44,61,53,69,57,71,86,62,46,45,67,43,90,52,59,48
1109,122.8499985,-19.70000076,32,53,30,47,44,62,53,70,57,71,85,62,45,47,68,44,92,52,60,50
1110,120.9499969,-19.64999962,17,27,19,32,21,35,35,44,43,47,59,35,14,22,32,16,50,27,24,27
1111,121,-19.64999962,19,28,20,32,21,36,35,43,44,49,61,36,14,22,32,16,52,28,25,25
1112,121.0500031,-19.64999962,20,28,20,32,22,38,35,42,44,52,61,37,15,23,33,17,52,29,24,25
1113,121.0999985,-19.64999962,20,28,21,32,24,38,36,42,44,52,64,37,17,23,34,17,55,31,25,24
1114,121.1500015,-19.64999962,20,27,22,31,26,38,36,41,44,50,65,37,18,23,34,17,55,31,23,28
1115,121.1999969,-19.64999962,21,26,23,31,26,37,37,41,44,51,66,36,18,24,33,16,55,32,23,28
1116,121.25,-19.64999962,21,27,23,32,25,35,37,41,43,51,66,36,19,24,33,16,54,32,23,28
1117,121.3000031,-19.64999962,23,28,23,31,24,37,37,41,43,51,66,36,21,23,33,16,54,33,22,28
1118,121.3499985,-19.64999962,23,27,23,34,23,37,37,41,42,51,65,35,22,24,35,17,55,34,22,29
1119,121.4000015,-19.64999962,23,27,21,34,24,36,38,40,41,50,64,36,23,24,35,18,55,35,24,30
1120,121.4499969,-19.64999962,22,26,20,34,24,36,37,40,42,49,63,36,23,24,34,18,55,35,25,31
1121,121.5,-19.64999962,21,28,20,34,24,36,37,38,41,49,63,35,25,24,35,17,56,35,26,31
1122,121.5500031,-19.64999962,20,29,19,35,24,36,38,38,41,48,62,35,25,25,35,17,56,35,28,32
1123,121.5999985,-19.64999962,21,28,19,35,22,36,37,38,42,47,63,36,25,25,37,16,55,36,28,32
1124,121.6500015,-19.64999962,22,26,19,36,21,36,37,38,42,48,63,33,24,24,38,14,57,35,29,33
1125,121.6999969,-19.64999962,23,28,17,37,21,37,37,38,41,48,63,31,24,23,41,15,59,35,30,33
1126,121.75,-19.64999962,23,27,17,38,20,37,37,38,40,47,63,31,24,23,41,16,61,35,28,34
1127,121.8000031,-19.64999962,23,27,17,38,20,38,37,40,40,45,64,30,24,22,41,17,61,35,27,35
1128,121.8499985,-19.64999962,22,28,16,38,22,38,36,40,42,45,64,31,24,22,41,17,61,36,26,35
1129,121.9000015,-19.64999962,22,28,17,38,22,38,36,40,42,45,63,29,25,21,42,17,60,36,26,35
1130,121.9499969,-19.64999962,22,28,17,38,23,39,35,41,42,45,63,28,25,22,43,17,63,36,26,35
1131,122,-19.64999962,22,29,17,38,24,39,35,41,42,46,64,28,24,23,43,18,64,36,25,35
1132,122.0500031,-19.64999962,22,30,18,38,25,40,34,41,43,46,66,30,23,25,43,22,64,37,28,36
1133,122.0999985,-19.64999962,22,31,18,39,26,41,34,42,43,46,67,39,24,29,47,22,65,37,29,39
1134,122.1500015,-19.64999962,23,32,17,39,29,41,34,43,43,47,68,41,27,37,49,28,66,38,32,39
1135,122.1999969,-19.64999962,21,32,17,40,35,43,37,45,43,50,70,45,29,37,52,33,68,39,35,40
1136,122.25,-19.64999962,21,32,19,40,36,43,38,47,44,52,74,46,30,38,55,35,70,41,38,42
1137,122.3000031,-19.64999962,21,35,22,41,38,47,42,50,48,56,77,47,32,38,55,35,73,44,40,43
1138,122.3499985,-19.64999962,26,38,22,41,41,48,43,51,49,59,78,47,32,40,56,38,77,47,41,43
1139,122.4000015,-19.64999962,25,41,22,42,41,51,46,54,50,64,78,51,35,41,57,39,81,48,44,44
1140,122.4499969,-19.64999962,29,43,23,42,42,52,46,57,54,66,78,52,35,41,58,38,80,52,48,45
1141,122.5,-19.64999962,29,48,24,41,42,53,49,58,54,67,83,53,38,41,58,39,85,51,50,47
1142,122.5500031,-19.64999962,31,51,26,42,42,53,50,59,53,70,82,55,38,42,62,39,86,50,53,47
1143,122.5999985,-19.64999962,31,53,27,42,42,58,51,60,55,71,83,57,43,42,63,40,86,50,54,48
1144,122.6500015,-19.64999962,31,51,28,44,42,59,52,63,57,71,83,58,44,43,65,41,85,51,54,48
1145,122.6999969,-19.64999962,30,51,30,45,43,60,52,64,58,71,83,62,46,45,68,43,88,51,56,49
1146,122.75,-19.64999962,30,52,30,46,44,61,53,66,57,71,84,62,45,46,69,43,90,51,59,50
1147,122.8000031,-19.64999962,32,52,30,47,44,62,53,70,58,71,85,62,46,47,68,44,91,52,59,51
1148,122.8499985,-19.64999962,33,52,30,47,44,64,53,69,61,72,85,62,45,48,69,46,94,52,58,52
1149,121.0500031,-19.60000038,21,28,21,32,24,38,36,42,44,52,64,37,17,23,34,16,55,31,25,24
1150,121.0999985,-19.60000038,20,27,22,31,26,38,36,42,45,51,64,37,18,23,34,16,57,31,25,25
1151,121.1500015,-19.60000038,20,26,24,31,26,38,38,40,44,51,67,37,17,23,33,15,56,31,23,27
1152,121.1999969,-19.60000038,21,26,23,32,26,36,38,41,43,51,66,37,19,25,33,15,55,32,24,29
1153,121.25,-19.60000038,23,28,23,31,25,37,38,41,43,51,66,37,21,23,33,16,54,33,23,28
1154,121.3000031,-19.60000038,23,27,23,34,24,37,37,41,42,51,66,37,22,24,34,17,54,34,22,29
1155,121.3499985,-19.60000038,23,27,22,35,24,36,38,40,41,50,64,36,23,24,35,18,55,35,24,30
1156,121.4000015,-19.60000038,22,26,20,35,24,36,37,40,42,50,63,36,23,24,34,17,55,35,26,30
1157,121.4499969,-19.60000038,20,28,20,36,24,35,37,40,41,49,63,37,24,24,35,17,56,35,26,31
1158,121.5,-19.60000038,20,29,19,33,24,36,38,40,41,49,63,37,25,24,35,16,56,35,28,32
1159,121.5500031,-19.60000038,21,28,19,35,23,36,37,38,42,48,63,36,24,24,37,16,56,36,28,32
1160,121.5999985,-19.60000038,22,27,19,36,21,36,36,38,42,48,63,34,24,23,40,15,57,35,30,33
1161,121.6500015,-19.60000038,23,28,17,37,21,36,37,39,41,48,64,31,24,24,40,15,59,35,30,33
1162,121.6999969,-19.60000038,23,28,17,37,21,37,37,39,40,47,63,32,24,23,40,15,62,35,28,34
1163,121.75,-19.60000038,23,28,17,38,20,38,37,40,41,46,64,31,24,23,40,17,60,35,27,35
1164,121.8000031,-19.60000038,22,28,17,38,20,38,36,39,42,45,65,31,24,22,40,17,61,36,26,35
1165,121.8499985,-19.60000038,22,28,17,38,20,38,35,41,42,45,64,29,25,22,41,16,62,36,26,35
1166,121.9000015,-19.60000038,22,28,17,38,21,39,36,41,42,45,64,28,25,22,42,16,64,36,26,35
1167,121.9499969,-19.60000038,22,29,18,38,21,40,35,41,42,46,65,28,23,22,42,18,65,37,26,35
1168,122,-19.60000038,22,31,18,38,22,41,34,41,43,46,66,29,23,22,42,19,65,37,27,34
1169,122.0500031,-19.60000038,22,31,18,38,23,41,34,41,42,46,66,30,23,22,42,19,66,37,28,36
1170,122.0999985,-19.60000038,23,32,17,39,24,41,34,41,42,46,65,36,23,23,45,23,67,37,29,39
1171,122.1500015,-19.60000038,23,32,17,39,26,42,34,43,41,47,67,41,28,32,46,27,68,38,32,39
1172,122.1999969,-19.60000038,23,32,17,39,29,44,35,43,43,47,68,45,29,37,50,30,67,37,33,40
1173,122.25,-19.60000038,22,33,19,40,35,43,39,45,44,51,71,46,30,38,54,33,70,40,39,42
1174,122.3000031,-19.60000038,21,35,20,39,38,46,40,49,47,54,75,47,32,38,55,35,72,42,40,43
1175,122.3499985,-19.60000038,25,39,22,41,41,48,43,51,49,58,78,48,34,40,55,37,78,46,41,43
1176,122.4000015,-19.60000038,26,40,23,42,41,51,45,54,50,63,78,52,35,40,57,39,79,48,46,44
1177,122.4499969,-19.60000038,29,43,24,41,42,52,48,57,53,66,80,53,36,40,58,40,84,50,49,46
1178,122.5,-19.60000038,30,49,26,41,42,53,49,58,53,67,82,54,38,42,60,39,85,52,50,48
1179,122.5500031,-19.60000038,31,52,26,42,42,57,50,60,54,70,82,56,40,42,62,42,86,52,54,48
1180,122.5999985,-19.60000038,31,52,27,43,42,58,51,61,56,71,83,58,42,42,63,42,85,51,54,48
1181,122.6500015,-19.60000038,30,51,29,45,42,60,52,63,58,71,82,61,44,43,66,42,88,52,55,50
1182,122.6999969,-19.60000038,31,51,30,45,42,61,52,65,58,71,83,62,46,45,67,44,89,51,57,51
1183,122.75,-19.60000038,32,52,30,46,44,60,53,67,58,71,84,62,46,46,67,44,91,51,59,51
1184,122.8000031,-19.60000038,33,52,30,48,44,63,53,69,59,72,85,62,45,47,69,46,92,52,58,52
1185,122.8499985,-19.60000038,33,52,30,47,44,63,53,69,61,72,86,63,46,48,69,47,94,52,58,52
1186,121.0999985,-19.54999924,20,27,24,32,27,38,37,41,45,50,67,37,18,23,34,16,57,32,25,27
1187,121.1500015,-19.54999924,21,26,24,32,27,37,38,41,44,52,67,37,19,25,34,14,55,32,24,29
1188,121.1999969,-19.54999924,22,28,23,32,25,37,38,41,43,51,66,37,21,24,33,15,55,33,24,29
1189,121.25,-19.54999924,23,28,23,35,25,37,38,41,42,51,67,37,21,23,33,17,54,34,24,28
1190,121.3000031,-19.54999924,23,27,23,35,25,36,38,41,41,50,65,36,23,24,34,17,56,35,25,30
1191,121.3499985,-19.54999924,22,26,20,35,24,36,37,40,42,50,64,37,24,24,34,17,55,36,26,30
1192,121.4000015,-19.54999924,21,28,20,36,24,35,37,40,41,49,63,37,24,24,35,16,56,35,26,30
1193,121.4499969,-19.54999924,20,29,20,34,24,36,38,41,41,49,63,37,24,24,35,15,57,36,27,33
1194,121.5,-19.54999924,21,29,19,35,24,36,37,39,42,48,64,37,23,24,37,15,57,36,28,33
1195,121.5500031,-19.54999924,22,27,19,36,22,37,37,38,41,48,64,35,24,24,40,15,57,35,30,33
1196,121.5999985,-19.54999924,23,28,18,37,22,36,37,39,41,48,66,33,24,23,40,15,60,35,30,33
1197,121.6500015,-19.54999924,23,28,17,37,21,38,36,39,41,47,64,32,24,22,40,15,61,35,28,34
1198,121.6999969,-19.54999924,23,28,17,37,21,38,37,41,41,47,64,31,24,22,40,15,61,35,28,35
1199,121.75,-19.54999924,22,28,17,37,20,38,36,40,42,45,65,31,24,23,41,16,62,36,26,35
1200,121.8000031,-19.54999924,22,28,17,38,21,38,35,41,42,45,64,29,25,21,41,16,62,36,26,35
1201,121.8499985,-19.54999924,22,28,18,38,21,39,36,41,42,45,64,28,25,22,41,17,66,36,25,35
1202,121.9000015,-19.54999924,22,30,18,38,20,41,34,41,42,46,66,28,23,22,42,19,66,37,27,34
1203,121.9499969,-19.54999924,22,31,18,38,20,41,34,41,43,46,66,30,23,21,42,19,65,37,27,34
1204,122,-19.54999924,22,32,18,38,19,40,34,42,43,46,66,30,23,21,41,20,65,37,28,34
1205,122.0500031,-19.54999924,23,32,18,38,20,42,34,43,42,46,65,32,23,21,42,21,67,37,29,35
1206,122.0999985,-19.54999924,23,32,17,39,21,42,34,43,41,46,65,34,24,23,44,25,68,38,29,38
1207,122.1500015,-19.54999924,21,32,17,39,22,42,35,43,42,47,66,39,26,28,45,26,67,38,32,40
1208,122.1999969,-19.54999924,21,31,18,39,26,42,35,42,42,47,68,43,28,35,50,31,68,38,33,40
1209,122.25,-19.54999924,21,33,19,39,30,45,38,43,44,50,71,46,30,38,54,33,67,39,37,41
1210,122.3000031,-19.54999924,22,34,20,39,36,45,40,48,46,52,72,47,32,39,55,35,72,41,39,43
1211,122.3499985,-19.54999924,23,39,23,40,39,48,43,52,47,57,77,49,34,40,57,36,76,46,42,43
1212,122.4000015,-19.54999924,27,42,24,41,41,50,45,54,50,63,77,52,35,40,58,40,80,47,46,45
1213,122.4499969,-19.54999924,29,43,25,40,42,52,49,57,52,66,80,53,37,42,61,40,84,50,50,48
1214,122.5,-19.54999924,30,50,26,42,42,54,49,57,53,68,82,54,40,42,63,40,86,52,50,48
1215,122.5500031,-19.54999924,30,51,26,42,41,57,51,61,55,70,82,57,41,42,63,43,86,52,54,49
1216,122.5999985,-19.54999924,30,52,27,43,41,60,51,61,58,71,81,59,42,43,66,42,86,52,55,49
1217,122.6500015,-19.54999924,31,52,29,45,42,61,52,64,58,71,82,61,43,45,68,43,89,52,55,50
1218,122.6999969,-19.54999924,32,52,30,46,42,62,53,66,57,71,82,62,46,46,70,45,91,52,58,51
1219,122.75,-19.54999924,32,52,29,48,44,62,53,67,59,72,85,62,45,46,69,47,93,53,58,52
1220,122.8000031,-19.54999924,33,52,30,48,44,64,54,68,61,72,85,62,45,47,69,47,95,53,59,52
1221,122.8499985,-19.54999924,33,53,31,47,45,64,54,68,61,74,86,63,46,48,68,48,96,55,58,53
1222,121.1999969,-19.5,23,28,22,36,25,37,38,41,41,51,66,37,21,24,33,17,55,35,25,29
1223,121.25,-19.5,23,28,23,36,25,36,39,41,41,50,66,36,22,24,34,17,56,35,24,30
1224,121.3000031,-19.5,23,27,20,35,24,36,37,40,42,50,64,37,24,24,34,17,55,36,26,30
1225,121.3499985,-19.5,21,28,20,36,24,35,37,40,42,49,63,37,24,24,35,16,56,35,27,32
1226,121.4000015,-19.5,20,29,20,35,24,35,38,40,42,49,63,37,24,24,36,16,57,36,27,32
1227,121.4499969,-19.5,21,29,19,35,24,36,37,39,42,48,65,37,23,24,37,15,57,36,28,33
1228,121.5,-19.5,22,28,19,36,23,37,37,39,41,49,64,35,23,24,39,15,59,36,30,34
1229,121.5500031,-19.5,23,29,18,36,22,36,37,41,42,48,66,33,23,23,40,14,62,35,30,34
1230,121.5999985,-19.5,23,28,17,36,22,38,36,40,41,48,64,32,24,23,40,14,62,35,28,33
1231,121.6500015,-19.5,23,28,18,36,22,38,36,40,41,47,65,31,24,23,40,14,63,35,28,35
1232,121.6999969,-19.5,22,28,17,37,22,38,35,41,42,46,65,31,24,23,41,15,64,35,27,35
1233,121.75,-19.5,22,28,17,38,22,39,36,41,42,45,65,30,25,21,41,16,65,36,26,35
1234,121.8000031,-19.5,22,28,18,37,22,41,36,41,42,45,65,28,25,22,41,19,66,37,25,35
1235,121.8499985,-19.5,22,31,18,37,21,41,35,41,43,46,66,30,23,22,41,19,66,37,28,34
1236,121.9000015,-19.5,22,31,18,37,21,40,34,41,43,46,66,30,23,21,42,19,65,37,28,34
1237,121.9499969,-19.5,22,32,19,38,21,40,34,43,43,46,66,31,23,21,42,20,65,37,28,35
1238,122,-19.5,22,32,18,38,20,42,33,43,43,46,65,31,24,21,42,21,67,37,29,34
1239,122.0500031,-19.5,23,32,17,38,20,42,34,43,41,46,65,33,24,21,42,22,68,37,30,37
1240,122.0999985,-19.5,21,33,18,38,20,42,34,42,41,46,65,36,26,21,44,23,68,39,32,38
1241,122.1500015,-19.5,21,32,18,39,19,43,35,42,42,47,66,38,26,27,45,26,68,38,32,39
1242,122.1999969,-19.5,21,32,19,38,22,43,35,42,42,48,69,40,26,34,48,30,68,40,33,40
1243,122.25,-19.5,21,34,19,39,25,43,37,43,44,47,69,46,28,36,54,31,70,40,37,41
1244,122.3000031,-19.5,21,34,20,38,31,45,39,46,45,51,71,47,32,38,56,35,71,41,40,43
1245,122.3499985,-19.5,23,40,23,39,37,49,42,51,46,55,73,49,33,40,58,39,77,43,42,43
1246,122.4000015,-19.5,28,42,24,41,38,50,45,54,50,63,76,52,34,41,60,40,80,46,47,45
1247,122.4499969,-19.5,29,45,26,42,41,52,49,56,51,64,79,53,38,42,61,41,86,49,50,48
1248,122.5,-19.5,29,50,26,42,41,55,49,59,53,68,80,55,39,42,63,42,86,52,52,49
1249,122.5500031,-19.5,30,51,26,42,41,59,51,60,56,70,81,57,40,42,65,43,87,52,55,49
1250,122.5999985,-19.5,31,52,28,43,41,60,51,62,58,71,81,60,42,44,70,43,89,52,55,49
1251,122.6500015,-19.5,31,52,29,45,42,62,52,64,57,71,82,61,44,45,69,44,91,54,56,50
1252,122.6999969,-19.5,34,52,30,46,42,61,54,67,59,72,83,62,45,46,69,48,93,53,57,53
1253,122.75,-19.5,34,53,30,49,44,63,54,67,59,72,85,61,45,46,69,47,95,53,58,52
1254,122.8000031,-19.5,35,53,30,48,44,63,54,67,61,73,86,62,44,48,69,47,96,53,59,53
1255,122.8499985,-19.5,35,53,31,48,45,63,54,68,61,76,86,63,45,48,69,48,95,55,59,53
1256,121.25,-19.45000076,22,28,21,36,25,36,37,40,41,50,66,37,24,24,35,17,56,36,26,31
1257,121.3000031,-19.45000076,21,28,20,36,24,35,37,40,42,49,64,37,24,24,36,17,56,36,27,32
1258,121.3499985,-19.45000076,20,29,20,35,24,35,38,40,42,49,63,37,24,24,37,17,57,36,27,31
1259,121.4000015,-19.45000076,21,29,20,35,24,36,37,40,42,51,65,37,23,24,38,15,57,36,27,33
1260,121.4499969,-19.45000076,21,28,19,36,23,37,38,40,42,49,66,35,23,24,39,15,60,36,30,34
1261,121.5,-19.45000076,23,30,18,36,23,36,37,41,42,48,66,34,23,23,39,14,62,35,30,34
1262,121.5500031,-19.45000076,23,29,18,36,22,38,36,40,42,48,64,32,23,24,40,14,63,35,29,33
1263,121.5999985,-19.45000076,23,27,18,36,22,38,36,40,41,48,65,31,23,25,41,14,64,35,28,35
1264,121.6500015,-19.45000076,22,28,17,37,22,39,34,41,42,46,66,31,25,23,41,15,64,35,27,35
1265,121.6999969,-19.45000076,22,28,18,36,22,41,36,41,42,45,66,30,25,22,41,16,65,36,27,35
1266,121.75,-19.45000076,22,30,18,35,22,41,35,41,42,45,65,28,25,22,41,19,66,36,28,35
1267,121.8000031,-19.45000076,22,31,18,35,21,41,35,42,43,46,66,30,23,21,41,19,66,38,29,34
1268,121.8499985,-19.45000076,22,33,18,36,21,40,34,43,43,46,66,31,23,21,42,20,65,38,29,35
1269,121.9000015,-19.45000076,22,33,19,36,21,40,33,43,43,46,65,31,24,21,41,20,65,37,29,35
1270,121.9499969,-19.45000076,22,33,18,37,20,42,34,43,42,47,65,33,23,21,42,23,65,37,29,35
1271,122,-19.45000076,23,33,18,37,20,43,34,43,42,47,65,33,24,21,43,22,69,37,29,36
1272,122.0500031,-19.45000076,22,33,18,38,20,43,34,42,41,47,66,36,25,23,44,22,68,40,30,38
1273,122.0999985,-19.45000076,20,32,18,38,19,42,35,42,42,47,66,36,25,24,44,23,70,39,33,38
1274,122.1500015,-19.45000076,21,32,18,38,19,42,35,42,43,47,67,38,25,26,45,25,69,39,33,38
1275,122.1999969,-19.45000076,21,33,19,39,19,43,36,43,44,47,68,40,27,29,48,29,70,39,36,40
1276,122.25,-19.45000076,21,34,20,38,24,44,38,43,44,47,69,45,28,34,54,33,70,41,38,41
1277,122.3000031,-19.45000076,20,34,20,38,30,44,38,44,44,51,71,47,31,38,56,38,73,41,38,43
1278,122.3499985,-19.45000076,23,40,23,39,34,49,40,50,46,55,71,49,33,41,58,39,76,43,42,43
1279,122.4000015,-19.45000076,27,44,24,41,38,51,45,54,49,61,74,52,35,41,60,40,79,46,47,47
1280,122.4499969,-19.45000076,28,47,26,42,39,54,49,56,52,64,78,53,39,42,61,43,86,49,50,48
1281,122.5,-19.45000076,29,50,26,42,41,57,50,60,52,67,78,55,40,42,64,44,85,51,54,50
1282,122.5500031,-19.45000076,31,51,27,43,41,60,51,60,56,71,79,57,41,44,68,44,91,52,55,49
1283,122.5999985,-19.45000076,32,53,28,44,41,62,51,62,57,71,79,60,42,44,70,43,92,53,54,49
1284,122.6500015,-19.45000076,32,53,30,46,42,62,54,66,58,72,82,62,45,46,70,47,91,54,56,50
1285,122.6999969,-19.45000076,36,53,29,49,42,61,54,66,59,72,84,61,45,46,70,48,93,53,58,53
1286,122.75,-19.45000076,36,55,30,49,45,63,54,68,60,73,85,62,45,47,68,47,95,53,58,52
1287,122.8000031,-19.45000076,36,54,30,48,45,62,54,68,61,73,86,62,44,49,69,46,95,55,58,52
1288,122.8499985,-19.45000076,34,55,33,48,47,63,54,70,60,76,86,64,46,49,70,48,94,56,59,54
1289,121.3000031,-19.39999962,20,28,20,36,24,35,38,40,43,49,64,37,24,24,37,18,57,36,27,31
1290,121.3499985,-19.39999962,21,29,20,35,24,35,37,41,43,51,65,37,23,24,38,16,57,36,27,33
1291,121.4000015,-19.39999962,21,29,20,36,23,37,38,42,42,50,67,36,23,24,39,14,59,36,29,34
1292,121.4499969,-19.39999962,22,29,19,36,23,37,37,41,42,49,67,34,23,23,39,14,62,35,30,34
1293,121.5,-19.39999962,23,30,19,35,23,38,36,41,42,48,65,32,23,25,39,15,64,35,29,33
